,puma,AssedImprov_perc_07,LotArea_07,availFAR_perc_07,st_2007,YearBuilt_07,is_residential
716173,4107.0,0.0,2340.0,100.0,,0.0,N
716192,3901.0,80.7,4000.0,28.3,,1930.0,Y
716200,4102.0,67.6,2137.0,57.2,,1925.0,Y
716203,3805.0,66.4,4000.0,59.0,5.0,1900.0,Y
716255,4003.0,0.0,1667.0,100.0,,0.0,N
716256,4006.0,85.0,2000.0,64.3,,1910.0,Y
716298,3903.0,84.4,3168.0,45.0,,1925.0,Y
716301,4001.0,40.3,3225.0,64.0,,1931.0,N
716302,4016.0,87.2,3800.0,31.1,,1930.0,Y
716306,3705.0,71.2,4750.0,82.3,,1925.0,Y
716319,4006.0,84.6,1200.0,-1.5,,1899.0,Y
716332,4112.0,0.0,4500.0,100.0,,0.0,N
716344,3903.0,44.5,487700.0,48.9,,1953.0,Y
716379,4007.0,98.3,3129.0,42.4,,1922.0,Y
716381,4103.0,79.2,2222.0,21.6,,1960.0,Y
716398,,0.0,2700.0,100.0,,0.0,N
716401,4104.0,0.0,4000.0,100.0,,0.0,N
716544,4006.0,0.0,1000.0,100.0,,0.0,N
716591,4113.0,82.4,4000.0,65.6,,1930.0,Y
716607,4013.0,76.0,2713.0,38.9,,1925.0,Y
716655,4102.0,0.0,2394.0,100.0,,0.0,N
716677,4005.0,66.1,23153.0,87.9,,1996.0,N
716698,4006.0,81.0,1786.0,29.2,,1899.0,Y
716730,4112.0,81.5,6000.0,100.0,,0.0,N
716742,,0.0,6097.0,100.0,,0.0,N
716765,4004.0,63.6,2910.0,56.5,,0.0,N
716789,4012.0,85.9,42070.0,-69.6,,1958.0,N
716806,4012.0,69.9,2003.0,50.6,,1907.0,Y
716811,4015.0,87.9,1350.0,61.7,,1933.0,N
716837,4003.0,0.0,2000.0,100.0,,0.0,N
716853,4101.0,80.7,3969.0,91.5,,1901.0,Y
716862,4001.0,57.3,20000.0,82.0,,1950.0,N
716897,3901.0,82.8,5100.0,32.0,,1980.0,Y
716898,4103.0,64.5,9750.0,81.0,,1950.0,N
716917,3803.0,85.0,1599.0,56.4,,1910.0,Y
716942,4011.0,82.6,1734.0,74.5,,1901.0,Y
716952,4005.0,82.3,2100.0,21.3,,1910.0,Y
716970,4014.0,70.1,5017.0,44.9,,1910.0,Y
716980,4107.0,15.6,2500.0,92.0,,1901.0,N
717006,4105.0,81.9,8000.0,71.7,,1935.0,Y
717034,4001.0,85.1,2500.0,54.7,,0.0,N
717042,3804.0,50.1,1682.0,60.5,,1890.0,Y
717059,4103.0,85.4,2500.0,-36.7,,1930.0,Y
717066,3903.0,82.4,8000.0,68.3,,1915.0,Y
717088,4112.0,0.0,1560.0,100.0,,0.0,N
717125,3902.0,85.1,8000.0,60.0,,1955.0,Y
717167,3710.0,90.7,11000.0,-1.5,42.0,1925.0,Y
717174,3807.0,19.9,10000.0,77.5,,1940.0,N
717180,4006.0,0.0,2750.0,100.0,,0.0,N
717194,4005.0,73.1,2250.0,0.0,,1953.0,N
717197,3901.0,0.0,1860.0,100.0,,0.0,N
717232,3807.0,55.1,17281.0,-31.4,7.0,1900.0,N
717290,4007.0,78.8,2531.0,59.7,,1984.0,N
717311,,0.0,10000.0,-10.0,,2008.0,Y
717352,4108.0,53.1,11534.0,68.0,,1949.0,N
717390,4003.0,0.0,1860.0,100.0,,0.0,N
717393,3802.0,71.8,15000.0,-22.4,80.0,1920.0,Y
717477,4001.0,83.8,12500.0,49.8,,1928.0,N
717505,4106.0,74.6,1932.0,51.5,,1950.0,N
717512,4103.0,75.7,5000.0,31.7,,1910.0,Y
717578,3903.0,73.7,3160.0,23.3,,1935.0,Y
717581,4111.0,82.4,2500.0,40.0,,1925.0,Y
717607,4105.0,75.9,4000.0,31.7,,1930.0,Y
717620,4001.0,74.5,2500.0,55.9,,1931.0,Y
717624,3809.0,0.0,4324.0,100.0,,0.0,N
717643,3807.0,32.4,24393.0,29.4,,1902.0,N
717653,4001.0,0.0,1353.0,100.0,,0.0,N
717760,3903.0,78.7,17415.0,84.0,,1935.0,Y
717795,3902.0,0.0,22696.0,100.0,,0.0,N
717837,3901.0,79.4,5000.0,64.0,,1950.0,Y
717896,4011.0,89.4,2000.0,-170.0,,1910.0,Y
717916,3803.0,68.5,9378.0,-6.5,89.0,1910.0,N
717953,4002.0,82.7,2000.0,38.3,,1915.0,Y
717981,4002.0,0.0,2500.0,100.0,,0.0,N
718002,4106.0,84.8,5000.0,52.2,,1920.0,Y
718006,4006.0,0.0,5553.0,100.0,,0.0,N
718015,4013.0,77.6,4000.0,-20.0,,1915.0,Y
718021,4016.0,84.6,5000.0,-28.3,,1935.0,Y
718029,3709.0,0.0,24403.0,100.0,,0.0,N
718047,4108.0,85.1,1800.0,-4.4,,1940.0,Y
718064,4113.0,82.7,4000.0,55.0,,1950.0,Y
718067,4003.0,0.0,2400.0,100.0,,0.0,N
718081,4104.0,83.5,4000.0,38.0,,1935.0,Y
718092,4113.0,83.6,3100.0,-12.2,,1960.0,Y
718117,4112.0,91.2,2260.0,52.3,,1915.0,N
718146,4003.0,81.5,1350.0,16.5,,1899.0,Y
718179,,0.0,3370.0,100.0,,0.0,N
718224,4105.0,80.9,3640.0,21.7,,1920.0,Y
718270,4009.0,45.7,12500.0,63.3,,1988.0,N
718274,3803.0,90.2,1615.0,58.0,,1920.0,Y
718308,4107.0,82.9,2500.0,20.8,,1915.0,Y
718317,4005.0,87.6,1667.0,35.0,,1901.0,Y
718398,4017.0,84.8,2500.0,44.0,,1925.0,Y
718453,4005.0,86.2,2000.0,32.5,,1910.0,Y
718462,4002.0,96.5,2500.0,28.4,6.0,1931.0,Y
718468,4004.0,89.6,8000.0,2.0,5.0,1905.0,Y
718552,4107.0,84.4,2500.0,42.4,,1920.0,Y
718611,4002.0,52.4,2500.0,58.8,,1931.0,N
718616,4015.0,85.9,6000.0,28.0,,1935.0,Y
718622,4112.0,82.7,3800.0,30.0,,1930.0,Y
718752,4108.0,83.9,2000.0,-37.8,,1940.0,Y
718780,4105.0,76.0,4154.0,64.4,,1950.0,Y
718796,3803.0,93.7,2500.0,28.8,,1909.0,Y
718799,4006.0,90.3,3946.0,32.9,,1931.0,Y
718832,3901.0,68.4,5000.0,40.0,,1970.0,N
718838,3901.0,85.7,10881.0,58.3,,1899.0,Y
718844,4001.0,86.5,1019.0,100.0,,0.0,N
718845,4003.0,0.0,2500.0,100.0,,0.0,N
718857,3705.0,87.2,1331.0,50.9,,1901.0,Y
718877,4002.0,0.0,1787.0,100.0,,0.0,N
718889,3805.0,64.0,1150.0,17.8,,1899.0,Y
718958,4004.0,35.0,5200.0,52.0,,1920.0,N
718974,4009.0,0.0,6095.0,100.0,,0.0,N
718977,3702.0,87.2,2375.0,36.7,,1920.0,Y
719033,4105.0,84.9,2158.0,13.3,,1935.0,Y
719069,4014.0,67.9,4007.0,46.4,,1920.0,Y
719123,4012.0,84.3,2003.0,32.5,,1925.0,Y
719131,3903.0,0.0,2950.0,100.0,,0.0,N
719161,4008.0,83.9,2000.0,52.0,,1915.0,Y
719170,4110.0,85.3,3725.0,47.8,,1910.0,Y
719192,4103.0,83.7,3045.0,52.3,,1960.0,Y
719199,4110.0,73.1,3600.0,48.3,,1945.0,Y
719224,4006.0,0.0,2000.0,100.0,,2006.0,Y
719230,4015.0,72.1,85863.0,40.8,,1933.0,N
719288,4006.0,0.0,1523.0,100.0,,0.0,N
719321,4009.0,78.0,2200.0,-1.6,,1960.0,Y
719340,3804.0,85.0,1401.0,66.8,,1910.0,N
719342,3901.0,81.2,5250.0,80.0,,1930.0,Y
719352,4103.0,84.0,1777.0,-7.8,,1945.0,Y
719375,3806.0,63.9,8118.0,-16.8,,1911.0,N
719387,4003.0,84.0,1850.0,51.0,,1899.0,Y
719389,3807.0,0.0,5021.0,100.0,,0.0,N
719399,4017.0,83.3,5175.0,63.0,,1931.0,N
719425,4113.0,84.6,1800.0,8.8,,1920.0,Y
719426,4110.0,70.0,2500.0,11.1,,1930.0,Y
719478,4106.0,84.4,15238.0,-2.0,,1950.0,Y
719484,4103.0,43.2,6832.0,-71.7,,1925.0,N
719501,4015.0,81.2,3333.0,27.8,,1910.0,Y
719514,4003.0,82.1,5510.0,82.3,,1910.0,Y
719535,4111.0,65.1,1780.0,62.7,,1930.0,Y
719637,4001.0,85.5,1627.0,45.3,,1899.0,Y
719638,4003.0,81.1,1800.0,18.4,,1899.0,Y
719651,4105.0,80.1,4500.0,54.0,,1945.0,Y
719686,4003.0,0.0,1508.0,100.0,,0.0,N
719705,4016.0,84.0,2525.0,-17.6,,1925.0,Y
719717,3809.0,37.8,3721.0,70.9,,1950.0,N
719719,4111.0,78.1,2500.0,41.1,,1935.0,Y
719767,3901.0,0.0,43750.0,100.0,,0.0,N
719769,4014.0,79.6,3500.0,100.0,,0.0,N
719776,4003.0,0.0,2500.0,100.0,,0.0,N
719806,4103.0,70.3,5000.0,41.5,,1920.0,Y
719812,4003.0,0.0,1340.0,100.0,,0.0,N
719821,4111.0,0.0,3513.0,100.0,,0.0,N
719839,3807.0,75.5,1506.0,67.7,,1920.0,Y
719840,4015.0,84.1,4500.0,-6.0,,1905.0,Y
719844,3901.0,73.7,9360.0,76.7,,1950.0,Y
719888,,0.0,5000.0,100.0,,0.0,N
719955,3801.0,0.0,1875.0,100.0,,0.0,N
720006,3801.0,85.0,2040.0,27.3,,1925.0,Y
720019,4110.0,78.7,2002.0,7.0,,1920.0,Y
720021,3902.0,77.4,13500.0,85.0,,1955.0,Y
720028,4112.0,0.0,3500.0,100.0,,0.0,N
720059,4107.0,7.0,2500.0,92.0,,1901.0,N
720088,3709.0,61.9,653358.0,54.4,,1965.0,N
720103,4015.0,86.1,3000.0,75.8,,1925.0,Y
720124,4017.0,72.6,9800.0,78.0,,1931.0,N
720152,4002.0,0.0,2500.0,100.0,,0.0,N
720156,4108.0,83.3,1842.0,11.1,,1945.0,Y
720223,3903.0,81.6,6780.0,60.0,,1930.0,Y
720239,4006.0,85.0,1372.0,8.0,,1901.0,Y
720240,4110.0,91.0,2742.0,-2.0,6.0,1930.0,Y
720250,4018.0,75.8,5000.0,58.8,,1989.0,N
720293,4018.0,79.7,6434.0,72.0,,1930.0,Y
720297,4105.0,80.9,4000.0,-12.0,,1960.0,Y
720298,4001.0,4.5,2500.0,100.0,,0.0,N
720301,3806.0,77.5,2013.0,9.0,,1910.0,Y
720338,4010.0,18.1,2000.0,94.4,,1931.0,N
720368,4013.0,76.9,7510.0,-32.0,,1910.0,Y
720382,4101.0,85.1,3010.0,34.4,,1935.0,Y
720397,3807.0,70.0,687.0,0.5,,1910.0,Y
720400,4103.0,74.9,3977.0,50.0,,1950.0,Y
720503,3810.0,35.9,753.0,80.6,,1900.0,N
720551,3805.0,53.5,11016.0,-5.8,,1925.0,Y
720553,3805.0,30.6,2008.0,30.0,,1910.0,N
720568,3901.0,83.5,11100.0,100.0,,0.0,N
720575,4112.0,84.7,4000.0,48.3,,1935.0,Y
720584,4107.0,5.6,2502.0,91.1,,1901.0,N
720600,3710.0,84.0,1975.0,50.0,,1908.0,Y
720746,4003.0,64.7,1700.0,50.6,,1905.0,Y
720777,4002.0,31.9,1220.0,100.0,,0.0,N
720782,4008.0,93.4,12500.0,40.0,,1920.0,Y
720813,4008.0,82.1,4500.0,82.4,,1901.0,Y
720851,4103.0,83.8,2500.0,-10.0,,1925.0,Y
720867,3903.0,77.5,6400.0,76.5,,1931.0,N
720920,3810.0,34.4,2092.0,35.2,,1920.0,Y
721004,4112.0,83.0,4200.0,56.7,,1950.0,Y
721019,4105.0,84.6,3000.0,10.0,,1930.0,Y
721037,4112.0,73.4,5000.0,57.8,,1930.0,Y
721047,4001.0,70.0,1500.0,-2.9,,1899.0,Y
721057,4018.0,69.4,8850.0,8.3,,1935.0,Y
721079,,,3971.0,,,0.0,N
721108,3701.0,77.2,10817.0,44.0,,1930.0,Y
721139,4013.0,61.7,2037.0,65.5,,1931.0,N
721185,4006.0,85.7,2096.0,53.5,,1910.0,Y
721225,4014.0,85.3,2003.0,28.8,,1925.0,Y
721291,4002.0,0.0,1730.0,100.0,,0.0,N
721312,4102.0,70.1,2000.0,47.7,,1931.0,Y
721345,4112.0,0.0,2000.0,100.0,,0.0,N
721399,4016.0,87.8,3053.0,59.2,,1930.0,Y
721413,4002.0,0.0,2500.0,100.0,,0.0,N
721423,4001.0,84.5,2500.0,42.4,,1899.0,Y
721425,3810.0,1.4,3020.0,100.0,,0.0,N
721450,4103.0,87.4,3100.0,78.2,,1925.0,Y
721451,4108.0,81.3,5277.0,52.2,,1945.0,Y
721463,4013.0,84.3,1950.0,-31.1,,1925.0,Y
721472,3801.0,77.3,10050.0,48.3,,1930.0,N
721478,4107.0,85.8,2852.0,37.6,,1920.0,Y
721521,3810.0,68.4,19470.0,4.8,,1967.0,N
721541,3901.0,79.0,11900.0,60.0,,1945.0,Y
721557,3903.0,8.6,46650.0,95.5,,1930.0,N
721565,4101.0,79.8,4090.0,30.0,,1915.0,Y
721652,,0.0,21120.0,100.0,,0.0,N
721671,3807.0,0.0,4115.0,100.0,,0.0,N
721700,4104.0,84.1,4000.0,63.3,,1940.0,Y
721718,,0.0,2340.0,100.0,,0.0,N
721727,4012.0,66.2,2500.0,100.0,,0.0,N
721729,4017.0,0.0,4000.0,100.0,,0.0,N
721751,3903.0,55.6,16218.0,88.0,,1931.0,Y
721759,4002.0,95.1,2500.0,16.0,6.0,1906.0,Y
721794,3805.0,44.9,1703.0,57.8,,1899.0,Y
721810,4104.0,70.3,22500.0,34.1,,1950.0,N
721838,4113.0,84.3,2000.0,38.3,,1920.0,Y
721840,4014.0,85.7,2400.0,20.0,,1930.0,Y
721850,4013.0,73.5,6640.0,26.0,,1920.0,Y
721937,4005.0,84.2,2000.0,60.1,,1899.0,Y
721946,4103.0,78.5,2970.0,36.7,,1940.0,Y
721960,4113.0,84.9,2877.0,85.9,,1925.0,Y
721988,4016.0,81.9,2300.0,30.0,,1925.0,N
721999,4002.0,96.3,2500.0,13.6,5.0,1910.0,Y
722037,4109.0,81.1,2810.0,60.0,,1920.0,Y
722052,4001.0,79.1,2375.0,66.7,,1931.0,N
722054,3706.0,84.7,2070.0,57.6,,1901.0,Y
722088,4012.0,79.5,2003.0,40.7,,1910.0,Y
722112,4106.0,84.7,3800.0,100.0,,0.0,N
722173,4102.0,82.9,2830.0,59.0,,1915.0,Y
722180,4114.0,87.6,2000.0,0.0,,1989.0,Y
722188,,0.0,1050.0,100.0,,0.0,N
722190,4104.0,80.3,4500.0,34.0,,1930.0,Y
722194,4002.0,85.1,2500.0,71.2,,1901.0,Y
722202,4014.0,78.7,1440.0,24.8,,1920.0,Y
722212,4004.0,88.2,2008.0,48.1,,1901.0,Y
722231,4001.0,93.8,7500.0,32.9,,1920.0,N
722289,4103.0,77.6,7520.0,16.7,,1950.0,N
722305,4017.0,83.4,4000.0,46.4,,1910.0,Y
722315,4102.0,79.8,7116.0,50.0,,1950.0,Y
722316,4005.0,88.7,2400.0,27.7,,1920.0,Y
722330,3903.0,78.5,4420.0,63.3,,1945.0,Y
722383,3901.0,75.2,3400.0,65.0,,1930.0,Y
722429,4114.0,88.8,20600.0,43.2,,1962.0,Y
722438,4105.0,72.4,9900.0,-37.0,,1971.0,N
722470,3808.0,42.6,7537.0,2.5,,1926.0,N
722521,4013.0,77.2,2200.0,32.2,,1925.0,Y
722538,4106.0,81.5,4000.0,40.0,,1940.0,Y
722548,4006.0,85.0,1667.0,33.3,,1927.0,Y
722627,4013.0,61.2,30000.0,87.3,,1951.0,N
722628,4103.0,77.5,5350.0,53.3,,1910.0,Y
722692,4106.0,84.5,2850.0,100.0,,0.0,N
722709,4018.0,79.3,12892.0,2.0,,1931.0,N
722729,3901.0,79.4,12000.0,82.0,,1925.0,Y
722734,4001.0,57.8,5200.0,66.7,,1950.0,N
722742,4014.0,83.3,2000.0,44.0,,1925.0,Y
722745,4005.0,86.7,2000.0,60.0,,1910.0,Y
722757,3901.0,76.4,8000.0,73.3,,1935.0,Y
722764,3705.0,94.4,2835.0,-14.4,,1910.0,N
722796,,0.0,3830.0,100.0,,0.0,N
722797,3804.0,70.0,1514.0,30.5,,1880.0,Y
722799,4110.0,79.8,5000.0,51.1,,1910.0,Y
722814,4113.0,82.8,4000.0,0.0,,1960.0,Y
722833,4112.0,81.5,3539.0,21.7,,1930.0,Y
722842,4101.0,76.6,3600.0,43.3,,1945.0,Y
722902,4001.0,90.0,2500.0,63.0,,1915.0,Y
722917,4103.0,84.7,3125.0,-15.0,,1915.0,Y
722918,4103.0,81.7,7181.0,62.2,,1930.0,Y
722932,4104.0,81.1,7980.0,70.0,,1950.0,Y
722939,4103.0,68.0,7500.0,6.7,,1988.0,N
722944,3902.0,85.3,5000.0,55.0,,1925.0,Y
722952,4010.0,0.0,2000.0,100.0,,0.0,N
722969,3710.0,84.8,3500.0,74.1,,1910.0,Y
722970,3903.0,87.0,5000.0,28.0,,1925.0,Y
723011,4103.0,58.8,8244.0,-36.0,,1946.0,Y
723019,4113.0,78.5,6000.0,65.0,,1950.0,Y
723039,4002.0,84.0,2367.0,60.5,,1901.0,Y
723059,4003.0,0.0,1875.0,100.0,,0.0,N
723077,4109.0,83.2,2810.0,100.0,,0.0,N
723087,3705.0,0.0,2190.0,100.0,,0.0,N
723229,4016.0,84.2,2000.0,-15.0,,1940.0,Y
723252,3901.0,79.7,6534.0,30.0,,1980.0,Y
723263,4005.0,83.9,1930.0,22.6,,1901.0,Y
723291,4001.0,86.9,2500.0,32.5,,1910.0,Y
723302,4003.0,90.9,4529.0,56.0,,1931.0,N
723341,3706.0,80.1,12000.0,89.8,,1931.0,N
723351,3808.0,49.6,7538.0,50.3,,1940.0,N
723356,4017.0,69.9,3000.0,-111.1,,1928.0,Y
723364,4004.0,42.1,3125.0,50.6,,1931.0,N
723394,4002.0,84.5,2000.0,17.7,,1901.0,Y
723398,4108.0,73.7,11000.0,38.0,,1940.0,Y
723431,4014.0,0.0,4007.0,100.0,,0.0,N
723441,4009.0,57.1,88000.0,59.2,,1961.0,N
723479,4005.0,0.0,1325.0,100.0,,0.0,N
723505,4011.0,88.2,1775.0,-130.0,,1930.0,Y
723541,4105.0,85.3,4000.0,42.0,,1945.0,Y
723586,4106.0,83.0,2727.0,65.7,,1950.0,Y
723604,,,2500.0,100.0,,0.0,N
723618,3706.0,85.4,2500.0,2.4,,1901.0,Y
723640,3708.0,72.9,2000.0,69.8,,1931.0,Y
723644,4104.0,84.1,9625.0,66.0,,1920.0,Y
723667,4018.0,0.0,2950.0,100.0,,0.0,N
723753,3703.0,76.6,3013.0,3.3,,1931.0,Y
723774,4012.0,85.0,2050.0,1.2,6.0,1931.0,Y
723787,3704.0,59.5,5000.0,44.0,,1964.0,N
723823,4114.0,77.0,287675.0,53.9,402.0,1952.0,Y
723842,4003.0,85.0,1900.0,42.0,,1899.0,Y
723883,4106.0,84.0,5800.0,20.0,,1940.0,Y
723922,3807.0,90.4,2233.0,-2.8,9.0,1910.0,Y
723948,4104.0,79.1,10235.0,62.0,,1960.0,Y
723953,4014.0,67.7,2091.0,56.8,,1920.0,Y
724004,3702.0,59.8,23081.0,80.0,,1965.0,Y
724014,3701.0,97.3,2526.0,-30.0,8.0,1911.0,Y
724039,4103.0,82.2,6150.0,66.0,,1950.0,Y
724040,3808.0,53.2,14714.0,-143.6,,1928.0,N
724047,4001.0,55.4,25000.0,-20.0,,1925.0,N
724050,4105.0,77.0,6680.0,68.0,,1945.0,Y
724077,3903.0,83.2,7590.0,61.7,,1920.0,Y
724082,3903.0,87.2,2000.0,58.3,,1930.0,Y
724084,4105.0,79.5,4000.0,58.0,,1950.0,Y
724085,4012.0,78.3,3005.0,38.3,,1920.0,Y
724104,4012.0,90.0,6010.0,2.0,,1926.0,N
724109,3903.0,83.3,18700.0,42.0,,1990.0,Y
724121,,0.0,1200.0,100.0,,0.0,N
724123,4104.0,82.7,4000.0,41.7,,1945.0,Y
724145,4017.0,84.2,2000.0,-0.8,,1925.0,Y
724165,3802.0,92.7,2498.0,-14.8,4.0,1910.0,Y
724186,4105.0,84.4,3680.0,11.7,,1945.0,Y
724193,4112.0,83.2,3700.0,25.0,,1930.0,Y
724251,3810.0,70.0,2208.0,48.1,,1910.0,Y
724277,3809.0,93.2,2500.0,-4.7,8.0,1910.0,Y
724309,4001.0,70.0,3273.0,25.5,,1900.0,Y
724345,4012.0,84.4,2000.0,44.0,,1910.0,Y
724369,4110.0,83.0,2333.0,37.0,,1910.0,Y
724432,4107.0,85.9,2500.0,84.8,,1910.0,Y
724466,3705.0,0.0,5677.0,100.0,,0.0,N
724483,3703.0,75.4,4008.0,47.8,,1920.0,Y
724496,,0.0,7300.0,100.0,,0.0,N
724500,4109.0,70.8,3192.0,52.0,,1920.0,N
724510,,0.0,8400.0,100.0,,0.0,N
724516,4106.0,81.2,5700.0,63.3,,1940.0,Y
724521,4004.0,90.9,1563.0,18.0,,1901.0,Y
724528,4105.0,86.2,4000.0,63.3,,1950.0,Y
724571,4111.0,56.2,13951.0,78.4,,1950.0,N
724588,,,158150.0,100.0,,0.0,N
724591,3705.0,85.1,3750.0,55.0,,1931.0,N
724600,4014.0,85.7,2500.0,25.6,,1925.0,Y
724658,4003.0,70.1,2500.0,6.7,,1910.0,Y
724771,3805.0,72.6,1678.0,57.0,,1901.0,Y
724781,4002.0,90.0,4515.0,52.3,,1931.0,N
724802,4106.0,84.0,4000.0,26.0,,1940.0,Y
724808,3701.0,88.0,86700.0,64.0,,1966.0,N
724838,4110.0,82.3,1800.0,-10.0,,1950.0,Y
724848,4004.0,0.0,1800.0,100.0,,0.0,N
724851,4003.0,97.0,4000.0,-7.0,40.0,1920.0,Y
724920,4012.0,86.1,1820.0,48.1,,1920.0,Y
724950,4009.0,85.6,2000.0,38.4,,1955.0,Y
724980,3705.0,85.7,3000.0,61.9,,1906.0,Y
724982,3810.0,86.2,2008.0,34.6,,1920.0,Y
724986,4112.0,0.0,4050.0,100.0,,0.0,N
725013,4101.0,81.2,2060.0,35.6,,1925.0,Y
725055,4017.0,85.3,4000.0,57.9,,1927.0,N
725059,4006.0,56.1,9825.0,62.1,,1950.0,Y
725063,4004.0,88.1,2626.0,74.2,,1957.0,N
725070,3810.0,75.8,3698.0,30.9,9.0,1910.0,Y
725167,4003.0,96.9,2564.0,18.1,6.0,1931.0,Y
725184,4105.0,80.9,4000.0,48.0,,1950.0,Y
725210,4104.0,67.2,4452.0,36.0,,1945.0,Y
725221,4007.0,0.0,3025.0,100.0,,0.0,N
725226,3706.0,74.1,6171.0,51.5,,1925.0,N
725267,4008.0,95.4,3600.0,20.0,,1930.0,N
725268,4012.0,81.0,2003.0,44.9,,1915.0,Y
725273,4001.0,83.7,6069.0,50.0,,1960.0,N
725326,4110.0,83.2,1800.0,28.9,,1940.0,Y
725379,4001.0,86.2,6000.0,-88.1,34.0,1917.0,Y
725422,3903.0,82.5,4040.0,66.7,,1950.0,Y
725428,4110.0,82.3,1833.0,8.1,,1920.0,Y
725451,3810.0,56.0,2056.0,2.5,9.0,1900.0,Y
725453,4106.0,82.6,8906.0,68.0,,1955.0,Y
725473,,0.0,462567.0,100.0,,0.0,N
725479,4001.0,56.2,1750.0,55.9,,1920.0,Y
725509,4004.0,85.4,2000.0,13.5,,1899.0,Y
725512,4016.0,82.5,1785.0,-93.3,,1920.0,Y
725517,4012.0,64.8,4000.0,-1.0,,1925.0,N
725541,4013.0,85.3,2400.0,30.0,,1915.0,Y
725547,4108.0,83.1,1956.0,55.2,,1945.0,Y
725556,4108.0,78.8,7500.0,22.0,,1925.0,Y
725561,4017.0,78.6,1950.0,60.0,,1925.0,Y
725570,3701.0,65.2,135950.0,-64.4,29.0,1953.0,Y
725587,4110.0,84.4,2000.0,-31.9,,1920.0,Y
725595,3810.0,39.2,2575.0,33.6,,1910.0,Y
725650,3901.0,76.7,32570.0,91.7,,1955.0,Y
725695,4101.0,49.5,30000.0,80.0,,1950.0,N
725700,3901.0,79.7,7600.0,60.0,,1955.0,Y
725712,4103.0,80.2,5000.0,48.3,,1920.0,Y
725744,4106.0,85.5,1800.0,24.4,,1945.0,Y
725776,4102.0,70.1,3500.0,49.0,,1930.0,Y
725810,3805.0,71.3,1736.0,51.1,1.0,1910.0,Y
725812,3705.0,1.1,5131.0,100.0,,0.0,N
725836,4112.0,77.3,9243.0,83.4,,1931.0,N
725924,4103.0,86.0,3742.0,35.0,,1920.0,Y
725947,3810.0,70.0,2351.0,8.6,,1905.0,Y
725961,4005.0,15.4,10000.0,92.0,,1920.0,N
725985,4003.0,0.0,4000.0,100.0,,0.0,N
725999,4012.0,82.2,1669.0,26.7,,1899.0,Y
726032,4002.0,84.4,2000.0,9.5,,1931.0,Y
726049,4011.0,82.7,3836.0,87.2,,1930.0,Y
726076,3902.0,75.5,3000.0,66.7,,1920.0,Y
726085,4014.0,85.9,3750.0,6.7,,1920.0,Y
726094,4009.0,67.3,5915.0,12.0,,1960.0,Y
726102,4002.0,95.9,2000.0,-23.5,7.0,1931.0,Y
726112,4106.0,84.6,4000.0,20.0,,1940.0,Y
726237,3807.0,85.0,1646.0,19.7,,1900.0,Y
726281,4001.0,69.9,1600.0,38.3,,1920.0,Y
726299,3901.0,0.0,8100.0,100.0,,0.0,N
726304,4010.0,82.1,2000.0,-6.4,,1910.0,Y
726307,4002.0,0.0,2000.0,100.0,,0.0,N
726319,4018.0,68.2,8300.0,-59.0,30.0,1921.0,Y
726352,4018.0,0.0,2600.0,100.0,,0.0,N
726358,4009.0,77.4,2833.0,67.2,,1935.0,Y
726361,4112.0,83.8,4368.0,63.3,,1925.0,Y
726362,3807.0,53.2,22188.0,-9.0,,1914.0,N
726383,4014.0,68.9,3005.0,29.6,,1930.0,Y
726389,4106.0,84.6,5522.0,36.0,,1940.0,Y
726405,4004.0,72.6,1975.0,44.4,,1899.0,Y
726412,4016.0,76.4,32000.0,-207.2,12.0,1958.0,Y
726416,4104.0,73.7,6125.0,18.3,,1930.0,N
726469,3901.0,81.0,10560.0,44.0,,1988.0,Y
726488,4014.0,95.5,1400.0,6.6,,1920.0,N
726498,4113.0,85.7,4000.0,70.0,,1920.0,Y
726503,4017.0,86.1,2133.0,8.0,,1935.0,Y
726558,,0.0,2000.0,100.0,,0.0,N
726600,4001.0,82.4,2500.0,38.3,,1899.0,Y
726633,4014.0,75.2,11376.0,-9.0,,1988.0,N
726673,,46.2,121489.0,70.0,,1997.0,N
726674,4003.0,97.6,2397.0,50.0,,1931.0,Y
726728,4106.0,82.9,1800.0,-10.0,,1940.0,Y
726749,4008.0,0.0,1600.0,100.0,,0.0,N
726766,3809.0,49.8,2504.0,39.0,33.0,1905.0,Y
726777,4105.0,0.0,3060.0,100.0,,0.0,N
726789,4016.0,84.4,1980.0,-2.2,,1930.0,Y
726799,3705.0,82.9,2425.0,66.3,,1901.0,Y
726862,4013.0,81.6,2000.0,-6.7,,1910.0,Y
726864,4113.0,82.6,4000.0,48.3,,1950.0,Y
726909,4008.0,72.2,27225.0,-10.4,,1914.0,N
726940,4009.0,83.5,3150.0,50.0,,1925.0,Y
727054,4107.0,0.0,16755.0,100.0,,0.0,N
727062,3810.0,89.7,4875.0,-25.2,,1900.0,Y
727090,3710.0,90.7,79400.0,28.4,145.0,1965.0,Y
727094,4003.0,96.4,2617.0,7.4,6.0,1931.0,Y
727118,3901.0,84.0,2750.0,-5.0,,1945.0,Y
727129,4104.0,84.9,4000.0,42.0,,1945.0,Y
727193,3902.0,79.7,4300.0,66.7,,1955.0,Y
727206,3807.0,57.7,1664.0,62.2,,1925.0,N
727230,4013.0,76.9,2733.0,-7.8,,1910.0,Y
727234,4103.0,70.9,3200.0,25.9,,1931.0,N
