,puma,AssedImprov_perc_07,LotArea_07,availFAR_perc_07,st_2007,YearBuilt_07,is_residential
92914,4001.0,59.0,2559.0,67.3,,1950.0,N
92921,3807.0,18.1,6276.0,39.8,,0.0,N
92939,4010.0,84.8,2410.0,39.2,,1940.0,Y
93016,4014.0,80.9,3750.0,62.4,,1930.0,Y
93044,4013.0,78.4,6000.0,2.0,,1910.0,Y
93055,3902.0,80.5,4900.0,61.7,,1901.0,Y
93076,3710.0,85.8,2000.0,51.5,,1901.0,Y
93176,4014.0,75.0,2017.0,1.6,,1931.0,Y
93187,4113.0,79.2,4290.0,43.3,,1920.0,Y
93225,4015.0,33.2,1800.0,70.6,,1910.0,N
93229,3704.0,55.1,2525.0,28.8,,1928.0,N
93299,4002.0,91.3,2500.0,51.5,,1931.0,N
93300,4104.0,83.2,5000.0,2.0,,1950.0,Y
93309,4012.0,13.0,14733.0,97.5,,1980.0,N
93328,4015.0,83.3,9100.0,-10.0,,1910.0,Y
93357,3903.0,83.4,4681.0,28.3,,1975.0,Y
93379,4002.0,85.0,1876.0,28.4,,1901.0,Y
93381,4009.0,77.4,3000.0,46.7,,1925.0,Y
93382,3804.0,42.4,1875.0,52.0,,1930.0,N
93419,3709.0,78.8,5000.0,55.2,,1935.0,Y
93454,4114.0,32.0,28065.0,80.0,,1930.0,N
93488,4110.0,84.8,1918.0,-17.8,,1960.0,Y
93507,3903.0,85.0,4280.0,35.0,,1940.0,Y
93525,4004.0,68.8,1750.0,81.7,,1920.0,N
93543,4017.0,75.7,2436.0,-25.6,,1931.0,Y
93572,3802.0,85.0,1840.0,30.2,,1901.0,Y
93615,4007.0,0.0,1218.0,100.0,,0.0,N
93629,4014.0,71.2,2000.0,53.6,,1910.0,Y
93639,4113.0,61.3,9590.0,71.1,,1950.0,N
93667,4013.0,83.3,2000.0,55.3,,1915.0,Y
93697,4003.0,83.6,1248.0,30.0,,1899.0,Y
93732,4113.0,80.2,6000.0,55.0,,1960.0,Y
93737,3810.0,83.4,2710.0,10.2,,1915.0,N
93850,3806.0,73.9,2043.0,22.8,3.0,1900.0,Y
93893,4001.0,54.3,4200.0,76.3,,0.0,N
93917,4105.0,84.0,2142.0,-68.3,,1930.0,Y
93930,4104.0,84.8,4000.0,21.7,,1920.0,Y
93970,3809.0,0.0,2514.0,100.0,,0.0,N
94009,3704.0,85.1,2610.0,-2.2,,1970.0,Y
94056,4110.0,81.6,2017.0,-28.1,,1901.0,Y
94060,4006.0,84.0,1632.0,46.5,,1899.0,Y
94147,3809.0,81.6,2267.0,-9.0,4.0,1910.0,Y
94169,4107.0,75.5,1585.0,41.5,,1925.0,Y
94188,4014.0,75.7,4155.0,-128.8,,1996.0,Y
94189,4016.0,76.6,2970.0,53.3,,1930.0,Y
94212,4105.0,79.6,4000.0,50.0,,1950.0,Y
94224,,0.0,2500.0,100.0,,0.0,N
94237,3808.0,83.0,1495.0,73.8,6.0,1910.0,Y
94248,4104.0,80.5,4600.0,36.0,,1955.0,Y
94249,4004.0,0.0,2500.0,100.0,,0.0,N
94251,4004.0,81.5,5695.0,52.1,,1915.0,N
94261,4009.0,76.6,1950.0,69.1,,1920.0,Y
94284,4109.0,84.8,2500.0,50.0,,1920.0,Y
94286,4015.0,72.1,6000.0,48.6,,1933.0,N
94290,4105.0,85.1,4000.0,55.0,,1955.0,Y
94311,4112.0,81.7,3820.0,61.7,,1920.0,Y
94331,3901.0,0.0,29730.0,100.0,,0.0,N
94365,3901.0,84.9,8520.0,41.7,,1910.0,Y
94366,4014.0,73.1,2000.0,-4.7,8.0,1923.0,Y
94393,3801.0,86.9,1800.0,55.5,,1920.0,Y
94432,,0.0,440.0,100.0,,0.0,N
94434,4018.0,63.8,7655.0,72.0,,1950.0,N
94461,4013.0,79.6,1860.0,25.6,,1915.0,Y
94484,3807.0,0.0,4933.0,100.0,,0.0,N
94528,3710.0,61.4,58570.0,87.4,32.0,1959.0,N
94536,4014.0,85.2,2020.0,23.2,,1955.0,Y
94581,4110.0,81.8,2217.0,-15.6,,1910.0,Y
94615,4015.0,85.8,3750.0,-4.0,,1920.0,Y
94617,4010.0,84.4,2000.0,17.6,,1910.0,Y
94629,3710.0,0.0,1906.0,100.0,,0.0,N
94645,3902.0,76.5,5000.0,43.3,,1935.0,Y
94686,3704.0,75.1,7621.0,65.6,,1915.0,Y
94732,4001.0,78.2,1806.0,6.5,,1910.0,Y
94736,4103.0,80.4,4000.0,18.0,,1949.0,Y
94739,3809.0,84.8,2758.0,25.3,,1920.0,Y
94757,4103.0,81.2,4000.0,70.0,,1915.0,Y
94790,4112.0,38.1,48000.0,85.0,,1952.0,N
94794,4017.0,84.0,3800.0,44.0,,1920.0,Y
94797,4016.0,83.2,4840.0,65.2,,1925.0,Y
94812,4015.0,93.7,2790.0,20.1,,1925.0,Y
94862,4113.0,85.0,2185.0,5.0,,1920.0,Y
94879,4002.0,95.4,2220.0,22.1,,1931.0,Y
94907,4111.0,77.0,5000.0,36.0,,1920.0,Y
94908,3804.0,73.4,2198.0,28.2,18.0,1900.0,N
94933,3709.0,81.3,139000.0,26.0,,1967.0,N
94943,4107.0,44.3,9340.0,80.7,,0.0,N
94956,4003.0,86.5,2000.0,30.9,,1899.0,Y
95013,4111.0,80.1,5000.0,55.0,,1920.0,Y
95033,4014.0,83.7,2500.0,14.4,,1925.0,Y
95068,4104.0,84.4,3696.0,-14.0,,1975.0,Y
95169,3903.0,10.0,5000.0,74.4,,1930.0,N
95213,3805.0,59.3,3750.0,49.8,2.0,1910.0,Y
95217,3702.0,77.9,4000.0,60.5,,1926.0,Y
95242,4005.0,85.0,1278.0,43.7,,1901.0,Y
95280,3809.0,88.1,2000.0,-54.4,10.0,1920.0,Y
95288,3810.0,0.0,2090.0,100.0,,0.0,N
95299,4005.0,85.0,1862.0,59.7,,1930.0,Y
95302,4112.0,87.1,3500.0,42.2,,1920.0,Y
95303,3804.0,94.5,2047.0,50.0,,1900.0,Y
95322,3805.0,87.4,1686.0,21.8,,1920.0,Y
95327,4105.0,78.6,4000.0,44.0,,1950.0,Y
95357,4101.0,80.2,6500.0,35.6,,1955.0,Y
95385,4112.0,0.0,3060.0,100.0,,0.0,N
95389,3803.0,0.0,2698.0,100.0,,0.0,N
95402,4103.0,25.7,12549.0,98.4,,1981.0,N
95435,3707.0,95.5,15200.0,-25.9,,1924.0,Y
95513,4108.0,69.1,12700.0,10.0,,1935.0,Y
95518,4104.0,81.1,4000.0,6.0,,1940.0,Y
95533,4014.0,84.5,3013.0,21.6,,1940.0,Y
95553,4016.0,80.2,4000.0,51.1,,1920.0,Y
95620,3805.0,30.0,3234.0,55.4,11.0,1927.0,Y
95652,4005.0,0.0,1667.0,100.0,,0.0,N
95662,4013.0,84.0,4000.0,40.0,,1905.0,Y
95668,3702.0,79.4,2500.0,37.8,,1925.0,Y
95683,4109.0,90.3,12200.0,27.0,,1966.0,N
95716,3707.0,0.0,5000.0,100.0,,0.0,N
95742,4104.0,80.1,4800.0,52.0,,1945.0,Y
95768,3709.0,85.2,2277.0,14.4,,1930.0,Y
95820,3903.0,0.0,2500.0,100.0,,0.0,N
95898,4005.0,78.7,43740.0,58.0,,1931.0,N
95916,3802.0,72.9,2018.0,45.8,,1915.0,Y
95929,4001.0,85.5,1320.0,5.3,,1899.0,Y
95952,4014.0,85.4,2003.0,-16.8,,1925.0,Y
95998,4006.0,93.6,2620.0,27.9,7.0,1912.0,Y
96015,3702.0,0.0,2500.0,100.0,,0.0,N
96017,4105.0,82.1,3900.0,46.0,,1955.0,Y
96079,4003.0,0.0,1000.0,100.0,,0.0,N
96150,3707.0,85.0,3422.0,85.7,,1901.0,Y
96154,4105.0,81.7,4000.0,52.0,,1950.0,Y
96167,4104.0,83.1,5000.0,40.0,,1930.0,Y
96190,4103.0,79.2,2000.0,-44.4,,1926.0,N
96196,4004.0,83.1,19682.0,-306.5,,1920.0,N
96207,3706.0,97.6,3820.0,-11.9,,1910.0,N
96209,4010.0,70.0,3250.0,54.7,,1931.0,Y
96254,4105.0,83.9,4000.0,22.0,,1945.0,Y
96299,4006.0,85.0,5565.0,56.8,,1920.0,Y
96305,4002.0,94.0,2400.0,32.1,,1931.0,Y
96307,3807.0,53.2,16236.0,-10.8,,1910.0,N
96311,3903.0,86.0,15839.0,69.4,,1931.0,N
96313,4014.0,88.5,4680.0,-13.6,,1931.0,N
96316,4008.0,0.0,1900.0,100.0,,0.0,N
96419,4017.0,80.9,4000.0,63.2,,1910.0,Y
96420,4016.0,81.2,1800.0,40.0,,1925.0,Y
96512,4103.0,81.8,4000.0,48.0,,1955.0,Y
96534,4102.0,55.5,10700.0,67.5,,1931.0,N
96551,3901.0,81.4,2500.0,-15.0,,2008.0,Y
96577,3903.0,75.1,4335.0,50.0,,1960.0,Y
96589,4102.0,82.0,1760.0,-111.7,,1925.0,Y
96602,3810.0,73.0,1205.0,20.3,,1910.0,Y
96612,4018.0,84.6,2375.0,71.5,,1920.0,Y
96635,3807.0,24.6,17281.0,97.1,,1920.0,N
96718,4004.0,87.9,1868.0,29.6,,1899.0,Y
96748,4103.0,83.6,1980.0,69.5,,1950.0,Y
96778,4013.0,72.6,2033.0,-74.8,,1946.0,Y
96791,4102.0,0.0,2140.0,100.0,,0.0,N
96799,3805.0,54.2,2596.0,39.0,,1910.0,Y
96815,3801.0,0.0,1799.0,100.0,,0.0,N
96817,4106.0,79.7,2996.0,28.8,,1970.0,Y
96823,4106.0,81.9,6890.0,38.0,,1935.0,Y
96832,4105.0,78.5,4000.0,46.0,,1950.0,Y
96857,4016.0,84.7,2500.0,-61.1,,1930.0,Y
96875,4112.0,32.0,14500.0,63.3,,1931.0,N
96993,3901.0,0.0,4914.0,100.0,,0.0,N
97008,4111.0,73.4,1773.0,25.3,,1920.0,Y
97033,4008.0,83.2,2500.0,8.8,,1925.0,Y
97044,4006.0,83.3,1505.0,49.7,,1899.0,Y
97075,3702.0,67.4,5713.0,90.5,,1925.0,Y
97104,3808.0,81.5,2323.0,47.2,9.0,1900.0,Y
97107,3803.0,83.3,4138.0,-21.5,18.0,1910.0,Y
97124,3710.0,63.2,2500.0,40.0,,1931.0,N
97136,3810.0,41.2,3336.0,29.9,,1910.0,Y
97176,4106.0,60.0,2980.0,79.8,,1920.0,N
97179,4014.0,81.0,4221.0,-39.2,,1996.0,Y
97182,3810.0,0.0,11206.0,100.0,,0.0,N
97185,4014.0,88.0,1100.0,-23.5,,1931.0,Y
97188,4001.0,93.5,2500.0,-100.0,,1920.0,N
97194,3902.0,83.6,4275.0,70.0,,1930.0,Y
97202,4010.0,77.2,10000.0,-11.1,,1931.0,N
97229,4104.0,82.4,4700.0,51.7,,1950.0,Y
97231,4112.0,83.1,4000.0,26.7,,1935.0,Y
97232,,,2539.0,50.6,,2006.0,Y
97243,4004.0,56.1,2500.0,44.0,,1931.0,Y
97254,3702.0,63.3,7125.0,73.6,,1910.0,Y
97272,4101.0,76.0,2315.0,80.0,,1916.0,N
97330,4006.0,0.0,2415.0,100.0,,0.0,N
97343,3902.0,75.9,6820.0,71.7,,1925.0,Y
97349,3702.0,84.5,2340.0,73.3,,1925.0,Y
97370,4111.0,85.3,2521.0,53.6,,1920.0,Y
97379,4002.0,90.4,2315.0,23.9,6.0,1931.0,Y
97384,3903.0,84.7,4650.0,68.0,,1940.0,Y
97392,4010.0,76.5,10000.0,87.8,,1901.0,Y
97395,4002.0,89.8,2500.0,19.8,6.0,1931.0,Y
97402,3803.0,92.2,3747.0,2.3,,1920.0,Y
97423,4106.0,84.8,7728.0,42.0,,1940.0,Y
97470,4102.0,84.6,4000.0,56.0,,1910.0,Y
97606,3804.0,93.1,2523.0,39.8,6.0,1900.0,Y
97612,4002.0,70.0,2081.0,11.1,,1931.0,Y
97664,3702.0,68.4,5713.0,75.6,,1920.0,Y
97669,3903.0,73.3,10000.0,58.0,,1975.0,Y
97673,3809.0,94.1,2581.0,0.9,7.0,1910.0,Y
97676,4105.0,84.5,4040.0,34.0,,1945.0,Y
97687,4005.0,45.9,2100.0,0.0,,1969.0,N
97812,3903.0,82.8,7500.0,61.7,,1935.0,Y
97836,,0.0,6000.0,100.0,,0.0,N
97884,3804.0,58.9,5046.0,100.0,,0.0,N
97990,4105.0,77.7,4000.0,50.0,,1950.0,Y
98043,3705.0,53.1,14820.0,92.7,,1910.0,N
98075,3804.0,50.0,2523.0,77.8,,1948.0,N
98083,4102.0,74.4,42000.0,33.7,158.0,1927.0,Y
98133,4013.0,84.5,2200.0,-135.0,,1925.0,Y
98158,4107.0,84.9,1620.0,16.8,,1940.0,Y
98174,4014.0,79.4,2500.0,39.5,,1985.0,Y
98183,3808.0,49.2,2300.0,44.0,,1910.0,Y
98184,3705.0,94.0,3736.0,74.4,,1931.0,N
98221,3901.0,72.6,13286.0,68.3,,1930.0,Y
98237,4017.0,66.4,2044.0,47.9,,1931.0,N
98266,4011.0,85.8,6725.0,69.5,,0.0,N
98314,3702.0,84.6,1892.0,-4.4,,1925.0,Y
98321,3707.0,84.9,2375.0,82.2,,1901.0,Y
98337,4001.0,53.8,1875.0,-321.5,,2004.0,Y
98339,4005.0,42.3,2080.0,83.3,,0.0,N
98340,4018.0,90.7,2000.0,16.5,,1930.0,Y
98361,3902.0,73.9,6000.0,71.7,,1960.0,Y
98381,4004.0,90.3,2000.0,18.0,,1901.0,Y
98443,3704.0,84.4,3500.0,22.2,,1940.0,Y
98449,3902.0,79.3,7500.0,65.0,,1901.0,Y
98488,4010.0,52.6,2362.0,27.2,,1933.0,Y
98497,4109.0,80.7,2127.0,51.1,,1950.0,Y
98512,4109.0,76.8,4515.0,65.2,,1915.0,Y
98578,3807.0,74.1,20425.0,-20.7,,1962.0,N
98601,4102.0,48.4,2500.0,60.0,,1930.0,N
98623,4002.0,70.0,2010.0,7.8,,0.0,Y
98646,3807.0,87.9,17208.0,41.6,,1913.0,N
98664,4110.0,83.9,1335.0,-11.1,,1910.0,Y
98667,4004.0,59.5,6000.0,83.3,,1920.0,N
98702,3810.0,47.1,20000.0,-28.0,,1882.0,N
98757,4101.0,83.0,2000.0,46.4,,1920.0,Y
98762,3710.0,0.0,1444.0,100.0,,0.0,N
98807,4006.0,0.0,1667.0,100.0,,0.0,N
98840,4103.0,82.5,4000.0,45.0,,1950.0,Y
98913,4114.0,85.3,3871.0,65.6,,1950.0,Y
98940,4002.0,84.0,2000.0,60.5,,1901.0,Y
98953,3901.0,76.1,9250.0,10.0,,1984.0,Y
98959,4005.0,90.6,1108.0,100.0,2.0,0.0,N
98990,4012.0,85.1,2003.0,39.9,,1920.0,Y
99034,3903.0,80.2,4615.0,38.0,,1930.0,Y
99038,3903.0,84.8,6549.0,58.3,,1899.0,Y
99065,4103.0,78.8,5000.0,20.0,,1901.0,Y
99102,,0.0,351082.0,100.0,,0.0,N
99140,4013.0,74.5,2891.0,-16.0,,1940.0,Y
99156,3704.0,0.0,5000.0,100.0,,0.0,N
99271,4017.0,70.0,2250.0,-6.4,,1931.0,Y
99278,4002.0,0.0,2154.0,100.0,,0.0,N
99292,4106.0,68.4,6103.0,-48.0,,1940.0,Y
99299,3701.0,88.3,13500.0,23.3,10.0,1932.0,Y
99303,4004.0,0.0,4180.0,100.0,,0.0,N
99329,3704.0,96.5,480000.0,-202.2,,1954.0,N
99352,3805.0,39.1,1289.0,79.1,,1899.0,Y
99387,3807.0,40.3,9200.0,40.0,,1933.0,N
99388,3803.0,98.7,2498.0,-4.4,20.0,1910.0,Y
99389,,0.0,233375.0,100.0,,0.0,N
99415,4018.0,74.1,7125.0,61.0,,1989.0,N
99427,4002.0,84.7,2000.0,44.4,,1910.0,Y
99442,4003.0,83.1,1800.0,33.3,,1910.0,Y
99535,4012.0,82.2,2003.0,41.6,,1899.0,Y
99550,4011.0,84.3,2683.0,47.7,,1901.0,Y
99558,3808.0,29.8,41322.0,-38.3,,1926.0,N
99586,4106.0,0.0,4000.0,100.0,,0.0,N
99598,4105.0,85.8,4999.0,6.0,,1925.0,Y
99608,3709.0,0.0,40600.0,100.0,,0.0,N
99677,4006.0,86.4,2409.0,68.3,,1915.0,Y
99689,4101.0,91.3,3125.0,58.4,6.0,1931.0,Y
99731,3808.0,32.1,5724.0,65.5,,1929.0,N
99735,3901.0,82.9,4560.0,23.3,,1955.0,Y
99736,3704.0,81.6,3135.0,22.2,,1955.0,Y
99765,3808.0,28.6,2634.0,8.0,1.0,1930.0,N
99801,4002.0,94.9,2500.0,19.8,2.0,1906.0,Y
99802,4009.0,85.1,1600.0,-25.6,,1935.0,Y
99824,3704.0,77.8,5000.0,83.2,,1920.0,Y
99833,3901.0,83.5,5760.0,51.7,,1901.0,Y
99859,4013.0,81.4,2000.0,-11.1,,1901.0,Y
99867,3809.0,80.1,933.0,42.7,,1915.0,N
99873,4107.0,70.0,2260.0,24.5,,1965.0,Y
99956,4106.0,83.8,4000.0,26.0,,1960.0,Y
100002,4003.0,70.2,14642.0,50.0,,1910.0,N
100012,4111.0,71.1,12087.0,27.0,,1956.0,N
100014,4108.0,82.1,1800.0,-10.0,,1930.0,Y
100021,4008.0,84.7,2500.0,-10.0,,1920.0,Y
100034,4105.0,78.9,4000.0,20.0,,1930.0,Y
100039,4105.0,83.2,4000.0,60.0,,1925.0,Y
100048,4103.0,83.1,5250.0,43.3,,1950.0,Y
100145,4103.0,68.8,4888.0,14.0,,1960.0,Y
100156,4016.0,76.5,2000.0,20.0,,1935.0,Y
100169,3803.0,0.0,1749.0,100.0,,0.0,N
100256,4014.0,78.7,4000.0,72.8,,1925.0,Y
100314,3901.0,0.0,1550.0,100.0,,0.0,N
100335,3809.0,50.4,3372.0,83.3,,1920.0,N
100341,4104.0,82.6,3828.0,24.0,,1940.0,Y
100355,,0.0,2500.0,100.0,,0.0,N
100361,3903.0,80.8,4403.0,71.7,,1940.0,Y
100405,3901.0,83.2,16880.0,93.3,,1930.0,Y
100414,4109.0,79.9,2500.0,50.0,,1931.0,N
100426,4002.0,84.0,2500.0,42.8,,1910.0,Y
100482,4112.0,84.3,3000.0,15.0,,1930.0,Y
100525,4112.0,35.0,2550.0,82.2,,1901.0,N
100550,4103.0,82.6,3600.0,2.0,,1955.0,Y
100559,4110.0,78.5,4141.0,20.0,,1975.0,Y
100578,4012.0,84.2,2003.0,41.6,,1915.0,Y
100616,3810.0,74.0,2520.0,25.1,14.0,1900.0,Y
100634,4007.0,0.0,2143.0,100.0,,0.0,N
100639,3807.0,77.7,1750.0,70.9,,1930.0,Y
100645,4004.0,87.9,2554.0,16.0,,1905.0,Y
100690,4114.0,73.0,4000.0,40.0,,1940.0,Y
100732,3903.0,80.8,7200.0,56.7,,1899.0,Y
100742,3901.0,76.4,6000.0,100.0,,0.0,N
100760,3808.0,86.6,2467.0,72.0,,1910.0,Y
100765,3901.0,78.4,6783.0,70.0,,1915.0,Y
100799,4014.0,61.5,2404.0,37.6,,1930.0,Y
100852,4103.0,87.9,2500.0,80.7,,1940.0,Y
100876,4111.0,81.6,4025.0,21.7,,1901.0,Y
100922,3901.0,83.5,4000.0,21.7,,1935.0,Y
100942,4009.0,73.5,2930.0,16.0,,1925.0,Y
100964,4112.0,82.3,3242.0,-36.7,,1935.0,Y
100979,3805.0,83.5,2550.0,64.4,,1915.0,Y
100983,4009.0,0.0,4560.0,100.0,,0.0,N
101001,4105.0,76.0,4000.0,48.0,,1960.0,Y
101005,3810.0,76.3,32511.0,-142.5,,1956.0,N
101096,3702.0,75.2,5000.0,61.8,,1901.0,Y
101134,4005.0,88.2,1120.0,48.9,,1915.0,Y
101149,3901.0,84.5,1325.0,40.0,,1901.0,Y
101172,3903.0,80.9,4949.0,56.7,,1950.0,Y
101186,3810.0,59.5,2700.0,-20.6,7.0,1900.0,Y
101245,4103.0,82.9,5000.0,50.0,,1910.0,Y
101277,4101.0,84.4,1760.0,77.4,,1901.0,Y
101299,3903.0,0.0,2969.0,100.0,,0.0,N
101355,3704.0,80.2,5116.0,51.0,,0.0,N
101396,4002.0,70.0,2000.0,32.1,,1906.0,Y
101404,4103.0,0.0,4000.0,100.0,,0.0,N
101407,4001.0,94.4,1870.0,17.3,,1910.0,Y
101437,4001.0,89.7,2500.0,75.3,,1910.0,Y
101473,4017.0,85.4,3000.0,30.4,,1920.0,Y
101521,3705.0,51.5,6475.0,90.9,,1947.0,N
101528,4101.0,52.6,3940.0,80.0,,1954.0,N
101561,4103.0,83.1,4100.0,2.0,,1950.0,Y
101570,4113.0,83.1,4000.0,78.9,,1920.0,Y
101619,4003.0,95.9,2500.0,2.5,,1905.0,Y
101638,4016.0,83.8,5000.0,28.3,,1925.0,Y
101653,4002.0,97.2,1986.0,-45.7,,1931.0,Y
101684,4103.0,62.5,30000.0,67.5,,1994.0,N
101696,3801.0,85.0,920.0,-4.9,,1899.0,Y
101726,4009.0,79.1,2457.0,26.4,,1965.0,Y
101770,3809.0,88.5,3872.0,-1.0,24.0,1900.0,Y
101802,3903.0,12.6,3499.0,100.0,,0.0,Y
101813,4006.0,80.9,1933.0,13.5,,1899.0,Y
101827,4014.0,84.6,2000.0,38.3,,1930.0,Y
101828,4009.0,75.4,4000.0,45.0,,1935.0,Y
101844,4104.0,84.0,2800.0,-21.7,,1940.0,Y
101849,4106.0,84.8,5240.0,42.0,,1930.0,Y
101861,4018.0,80.4,13650.0,43.2,,1928.0,N
101865,3810.0,55.8,4875.0,35.8,4.0,1900.0,Y
101868,4111.0,66.9,8007.0,12.0,,1931.0,N
101877,4009.0,74.8,3900.0,55.2,,1960.0,Y
101878,4004.0,1.3,2500.0,100.0,,0.0,N
101892,4015.0,81.7,3000.0,26.7,,1925.0,Y
101948,3808.0,42.6,1255.0,66.9,,1905.0,Y
101974,3807.0,54.0,2468.0,70.9,,1910.0,N
101993,3807.0,0.0,6778.0,100.0,,0.0,N
101998,4018.0,82.5,1600.0,14.4,,1925.0,Y
102008,4104.0,83.2,5000.0,32.0,,1945.0,Y
102011,4109.0,11.4,17000.0,99.8,,1984.0,N
102018,4112.0,85.2,2500.0,43.3,,1930.0,Y
102046,4103.0,81.2,2783.0,100.0,,0.0,N
102087,4016.0,84.8,2740.0,41.6,,1925.0,Y
102199,4017.0,83.1,2000.0,-87.2,,1926.0,Y
102295,4112.0,97.6,3569.0,-48.0,12.0,1931.0,Y
102306,4104.0,83.6,4000.0,61.7,,1950.0,Y
102312,4009.0,83.1,2250.0,24.4,,1930.0,Y
102358,4012.0,85.4,1703.0,40.0,,1940.0,Y
102361,4013.0,6.0,4000.0,100.0,,0.0,N
102362,4016.0,85.7,3000.0,-7.8,,1965.0,Y
102373,3807.0,48.7,20025.0,-13.4,,1925.0,N
102374,4015.0,70.4,3500.0,86.0,,1910.0,Y
102416,3805.0,37.5,2500.0,62.7,2.0,1910.0,Y
102512,4101.0,80.6,2521.0,100.0,,0.0,N
102514,3810.0,83.1,5000.0,-93.0,,1900.0,N
102523,4006.0,0.0,1520.0,100.0,,0.0,N
102524,3903.0,85.4,4000.0,61.7,,1955.0,Y
102644,3806.0,74.3,2013.0,9.6,1.0,1910.0,Y
102670,4114.0,82.9,2550.0,55.0,,1920.0,Y
102717,4003.0,82.1,1600.0,-44.0,,1899.0,Y
102794,,,2539.0,40.0,,2006.0,Y
102863,4113.0,81.8,5000.0,54.0,,1950.0,Y
102891,4113.0,79.7,5000.0,54.0,,1950.0,Y
102925,4016.0,77.1,3200.0,60.0,,1930.0,Y
102946,4016.0,76.2,7000.0,20.0,,1950.0,N
102963,4103.0,82.8,5000.0,20.0,,1950.0,Y
102974,4014.0,71.1,2554.0,16.0,,1930.0,Y
102980,4001.0,86.1,4850.0,80.2,,1920.0,Y
103038,3903.0,79.0,6000.0,80.0,,1950.0,Y
103081,4004.0,70.1,2100.0,20.0,,1930.0,Y
103089,4005.0,70.0,2000.0,-4.0,,1920.0,Y
103129,4103.0,82.4,3770.0,24.0,,1945.0,Y
103216,3810.0,89.7,5662.0,-19.1,,1900.0,Y
103224,4005.0,80.5,1875.0,13.5,,1899.0,Y
103227,4008.0,0.0,2000.0,100.0,,0.0,N
103233,4110.0,84.7,1600.0,7.0,,1920.0,Y
103283,3802.0,73.8,21685.0,-50.0,,1929.0,N
103285,4105.0,84.2,4500.0,44.0,,1945.0,Y
103300,3804.0,51.0,1244.0,35.2,,1920.0,N
103307,4004.0,77.5,2500.0,45.5,,1899.0,Y
103363,4112.0,83.4,5000.0,56.7,,1930.0,Y
103397,4106.0,83.6,4000.0,65.6,,1910.0,Y
103455,4103.0,82.5,8450.0,46.0,,1925.0,Y
103527,4001.0,86.2,2252.0,30.5,,1899.0,Y
103538,4012.0,79.1,89400.0,-5.0,,1920.0,N
103545,4110.0,77.4,6500.0,77.8,,1920.0,Y
103559,4017.0,79.3,1760.0,61.3,,1931.0,Y
103560,4110.0,70.0,2375.0,47.5,,1920.0,Y
103606,,0.0,2000.0,100.0,,0.0,N
103617,4015.0,82.7,3600.0,2.0,,1920.0,Y
103641,4112.0,83.3,4000.0,31.7,,1920.0,Y
103643,4004.0,94.0,1530.0,26.0,,1931.0,Y
103654,4106.0,84.7,2000.0,-10.0,,1955.0,Y
103671,4112.0,84.8,4000.0,55.0,,1925.0,Y
103689,3902.0,81.7,4725.0,65.0,,1965.0,Y
103710,4014.0,74.2,8013.0,83.1,,1930.0,Y
103741,4114.0,0.0,3224.0,100.0,,0.0,N
103766,3810.0,69.7,1516.0,-6.4,,1915.0,Y
103777,4002.0,67.1,1958.0,63.0,,1931.0,Y
103801,4108.0,79.7,6000.0,58.9,,1929.0,Y
103825,4014.0,66.4,2003.0,70.0,,1910.0,Y
103835,4104.0,81.0,1888.0,37.8,,1930.0,Y
103909,4009.0,0.0,4000.0,100.0,,0.0,N
103958,4110.0,65.6,11990.0,68.0,,1931.0,N
103964,4103.0,81.2,7900.0,48.0,,1930.0,Y
103966,3901.0,0.0,33530.0,100.0,,0.0,N
103988,3701.0,75.6,9025.0,32.0,,1925.0,Y
103997,4014.0,84.4,2104.0,8.0,,1925.0,Y
104015,4112.0,84.4,5000.0,100.0,,0.0,N
104024,3810.0,24.2,4800.0,92.8,,1979.0,N
104045,4001.0,91.5,5500.0,70.6,,1920.0,N
104081,4103.0,78.8,7500.0,40.0,,1920.0,Y
104099,4104.0,81.6,4000.0,48.0,,1950.0,Y
104129,3807.0,81.9,4937.0,13.2,,1926.0,N
104148,4102.0,0.2,19579.0,91.1,,0.0,N
104151,3809.0,42.7,2217.0,83.4,,1900.0,N
104184,3710.0,0.0,1667.0,100.0,,0.0,N
104236,4101.0,75.5,30000.0,0.0,,1945.0,N
104306,,0.0,4719.0,100.0,,0.0,N
104307,4105.0,83.5,4000.0,36.0,,1945.0,Y
104344,4016.0,77.6,40400.0,-224.4,41.0,1950.0,Y
104402,4103.0,83.1,2800.0,75.9,,1925.0,Y
104405,3901.0,80.7,4000.0,61.7,,1935.0,Y
104407,4009.0,82.7,2033.0,47.8,,1925.0,Y
104444,3901.0,79.0,8800.0,85.0,,1945.0,Y
104469,4014.0,70.0,2877.0,17.7,,1930.0,Y
104487,4007.0,86.2,5500.0,-127.5,,1930.0,N
104499,4103.0,85.1,1817.0,24.7,,1980.0,Y
104502,4103.0,68.8,2500.0,63.2,,1931.0,N
104540,,0.0,4825.0,100.0,,0.0,N
104547,3807.0,36.7,4345.0,70.0,,1930.0,N
104562,3804.0,0.0,1514.0,100.0,,0.0,N
104573,,0.0,4000.0,100.0,,0.0,N
104581,4102.0,82.7,2500.0,56.8,,1920.0,Y
104611,4010.0,80.9,1600.0,15.2,,1931.0,Y
104709,4011.0,74.4,6000.0,-28.0,,1925.0,Y
104749,4109.0,83.1,3061.0,33.3,,1920.0,Y
104762,4102.0,87.9,2500.0,64.0,,1901.0,Y
