,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st
615304,3803,1514.0,57.8,,0,1,0
615329,3803,2500.0,-9.3,,0,1,0
615339,3805,1737.0,16.8,,0,1,0
615351,4105,4000.0,52.0,,0,1,0
615358,4114,6282.0,30.0,,1,1,0
615375,4018,36843.0,5.0,,0,1,0
615441,4105,4551.0,58.0,,0,1,0
615467,4001,9120.0,69.3,,0,1,0
615517,4005,2500.0,45.0,,0,1,0
615519,4004,2415.0,75.0,,0,1,0
615525,3701,8961.0,67.5,,0,1,0
615544,3809,2202.0,100.0,,0,1,0
615563,4003,2500.0,-31.7,,0,1,0
615568,4009,18500.0,20.0,,1,1,0
615603,3902,12500.0,76.7,,1,1,0
615637,4104,6400.0,20.0,,0,1,0
615697,4010,2000.0,14.4,,1,0,0
615742,4017,4833.0,48.8,,0,1,0
615750,4004,1982.0,11.0,,0,1,0
615779,4018,2000.0,4.0,,0,1,0
615861,4014,2100.0,23.5,,0,1,0
615894,4017,2000.0,11.2,,0,1,0
615969,4001,1958.0,8.2,,0,1,0
615971,3703,4375.0,58.0,,1,1,0
615984,4003,1800.0,0.0,,0,1,0
616035,3901,4446.0,100.0,,1,1,0
616039,3902,7500.0,66.7,,1,1,0
616043,4002,4000.0,71.2,,0,1,0
616045,4112,4000.0,31.7,,0,1,0
616068,4106,4000.0,-12.0,,0,1,0
616091,3807,2510.0,40.2,15.0,0,1,1
616106,3901,5000.0,100.0,,1,1,0
616110,3708,3238.0,100.0,,1,1,0
616210,4104,5400.0,-10.0,,1,0,0
616216,4012,2880.0,73.3,,0,1,0
616240,4012,1252.0,100.0,,1,1,0
616258,4103,4000.0,65.6,,0,1,0
616259,3901,8250.0,65.0,,1,1,0
616269,4003,2500.0,-4.0,,1,0,0
616280,4012,1669.0,50.2,,0,1,0
616298,3902,4305.0,13.3,,0,1,0
616343,4017,1800.0,8.9,,0,1,0
616379,4006,2375.0,19.0,,0,1,0
616412,3903,10000.0,45.0,,1,1,0
616426,4002,2000.0,100.0,,1,1,0
616435,3705,2090.0,100.0,,1,1,0
616499,4003,5000.0,28.0,,0,1,0
616577,4001,2500.0,32.1,,1,1,0
616616,4001,1500.0,48.1,,0,1,0
616636,4112,5000.0,100.0,,1,0,0
616648,3807,12344.0,86.7,,1,1,0
616704,4112,4000.0,58.3,,0,1,0
616720,3702,2735.0,81.1,,1,1,0
616724,4016,2540.0,-59.2,,1,0,0
616744,4101,2865.0,6.2,4.0,0,1,1
616848,4103,3000.0,100.0,,1,1,0
616856,4104,6300.0,58.0,,1,1,0
616865,3807,2510.0,83.4,,1,1,0
616933,3810,2347.0,9.1,17.0,0,1,1
616938,4002,1600.0,7.4,,0,1,0
616984,4114,2500.0,-16.7,,0,1,0
616991,4102,2250.0,62.7,,0,1,0
617008,3901,6995.0,100.0,,1,1,0
617009,3806,5000.0,61.3,,0,1,0
617022,4003,18258.0,17.7,,0,1,0
617044,4102,4000.0,66.0,,1,1,0
617051,3810,2188.0,-7.3,,0,1,0
617081,4114,5134.0,100.0,,1,1,0
617149,3804,2523.0,-2.0,,0,1,0
617155,3809,2209.0,20.8,8.0,0,1,1
617165,4103,3300.0,-16.7,,0,1,0
617230,4114,22550.0,44.1,,0,1,0
617231,3903,4040.0,61.7,,0,1,0
617249,3704,6220.0,62.0,,0,1,0
617286,4105,2458.0,-3.3,,0,1,0
617297,3710,14586.0,73.3,,1,1,0
617303,3805,2500.0,74.4,5.0,0,1,1
617306,4007,1850.0,100.0,,1,1,0
617368,4104,4000.0,51.7,,0,1,0
617477,3803,1682.0,29.9,,0,1,0
617494,4101,10039.0,90.8,,1,1,0
617512,4114,11000.0,66.0,,0,1,0
617530,4110,10200.0,-78.5,48.0,0,1,1
617538,3805,1707.0,68.5,,0,1,0
617540,4015,3182.0,53.1,,0,1,0
617574,4017,1740.0,-18.9,,0,1,0
617593,4015,4000.0,-64.2,,0,1,0
617622,4114,2083.0,37.4,,0,1,0
617692,4006,1975.0,36.5,,0,1,0
617702,3702,3718.0,69.5,,1,1,0
617713,3702,3500.0,40.8,,0,1,0
617737,4002,2500.0,19.8,6.0,0,1,1
617756,4113,38470.0,-41.0,,0,1,0
617762,4005,2504.0,-67.5,7.0,1,0,1
617784,3803,1783.0,59.0,,0,1,0
617800,4011,16000.0,95.5,,1,1,0
617807,4105,4360.0,16.7,,0,1,0
617816,3810,3140.0,68.9,,0,1,0
617845,4109,1653.0,100.0,,1,1,0
617933,4109,3194.0,51.2,,0,1,0
617946,4017,1800.0,1.5,,0,1,0
618000,3808,13342.0,48.3,,1,1,0
618010,4104,4950.0,20.0,,0,1,0
618012,4112,2813.0,2.0,,0,1,0
618035,4006,2000.0,51.3,,0,1,0
618046,3805,6096.0,54.8,6.0,1,1,1
618080,4104,4173.0,50.0,,0,1,0
618083,4101,4450.0,81.5,,0,1,0
618102,4009,2000.0,25.6,,0,1,0
618122,4103,6164.0,75.0,,1,1,0
618129,3902,3750.0,46.7,,0,1,0
618183,3810,2685.0,60.7,6.0,0,1,1
618205,4007,2000.0,25.9,,0,1,0
618217,4101,2600.0,25.0,,0,1,0
618275,4004,5269.0,100.0,,0,1,0
618293,4109,2500.0,64.0,,1,1,0
618313,3902,6000.0,51.7,,0,1,0
618316,3902,4000.0,61.7,,0,1,0
618336,4103,3400.0,76.7,,0,1,0
618363,3903,2888.0,-30.0,,1,0,0
618384,3902,9280.0,100.0,,1,1,0
618395,3903,2500.0,-10.0,,0,1,0
618399,4106,5000.0,100.0,,1,1,0
618412,4003,1007.0,50.0,,0,1,0
618419,4014,12340.0,32.8,,0,1,0
618422,4112,8711.0,80.5,,0,1,0
618438,3901,4000.0,-84.0,,0,1,0
618491,3809,4452.0,-15.4,13.0,0,1,1
618546,4106,3600.0,38.3,,0,1,0
618560,4111,5325.0,71.2,,0,1,0
618631,4009,2950.0,64.4,,0,1,0
618650,4012,1627.0,16.5,,0,1,0
618682,4103,2144.0,50.0,,0,1,0
618698,4004,1656.0,25.5,,0,1,0
618705,4002,2000.0,100.0,,1,0,0
618722,4003,5580.0,78.8,,0,1,0
618745,3807,2475.0,-10.1,4.0,0,1,1
618773,4106,5000.0,5.0,,1,0,0
618783,3901,4985.0,31.7,,1,0,0
618798,3806,17505.0,84.6,,0,1,0
618834,4106,7080.0,62.0,,0,1,0
618850,3705,4850.0,-47.7,26.0,0,1,1
618879,4104,2000.0,-10.0,,0,1,0
618890,4018,4093.0,-13.3,,0,1,0
618895,3809,2725.0,-3.8,,0,1,0
618963,3805,1875.0,56.8,,0,1,0
618993,4005,2000.0,23.7,,0,1,0
619014,4006,2620.0,89.0,,1,1,0
619032,4108,1800.0,28.0,,0,1,0
619033,4003,1600.0,100.0,,1,1,0
619035,3810,2561.0,74.0,,0,1,0
619128,4008,2500.0,30.0,,0,1,0
619159,3807,5028.0,100.0,,1,1,0
619183,3809,35772.0,-9.0,205.0,0,1,1
619230,3810,13500.0,12.0,,0,1,0
619238,4013,21300.0,-40.3,80.0,0,1,1
619245,4017,2400.0,13.6,,0,1,0
619356,4012,2654.0,63.0,,0,1,0
619387,4007,2045.0,43.6,,0,1,0
619399,4008,2500.0,100.0,,0,1,0
619412,4108,3000.0,21.7,,0,1,0
619477,4011,5200.0,84.0,,0,1,0
619535,4002,2500.0,38.3,,0,1,0
619548,3806,1635.0,47.0,,1,1,0
619602,3903,8780.0,42.2,,0,1,0
619634,4102,4002.0,33.3,,0,1,0
619639,4103,7500.0,100.0,,1,1,0
619672,4004,1250.0,21.0,,0,1,0
619673,3903,5166.0,70.0,,0,1,0
619686,4014,2546.0,51.0,,0,1,0
619698,3702,51839.0,93.3,,0,1,0
619722,4002,2100.0,100.0,,1,1,0
619740,4112,3600.0,-3.3,,0,1,0
619748,4114,8500.0,63.3,,0,1,0
619751,4014,2504.0,32.0,,1,1,0
619769,4110,9804.0,45.0,,0,1,0
619781,4003,1980.0,18.7,,0,1,0
619794,4017,2000.0,-12.0,,0,1,0
619940,4106,4000.0,38.9,,0,1,0
619974,4112,2400.0,11.7,,0,1,0
620017,3704,5950.0,27.8,,0,1,0
620079,4103,3432.0,82.7,,0,1,0
620094,4110,2500.0,2.5,6.0,0,1,1
620124,4103,1975.0,-3.3,,0,1,0
620126,4009,2600.0,20.0,,0,1,0
620184,4108,2400.0,32.2,,0,1,0
620210,4107,4000.0,65.5,,1,1,0
620312,4002,2250.0,58.8,,1,1,0
620318,3805,2554.0,25.5,,0,1,0
620349,3806,1941.0,42.5,,0,1,0
620373,4109,2000.0,50.6,,0,1,0
620414,4101,5002.0,97.6,,1,1,0
620456,4006,2015.0,33.3,,0,1,0
620500,4002,1875.0,38.3,,0,1,0
620502,4012,2003.0,42.0,,0,1,0
620511,3808,2469.0,77.1,,0,1,0
620513,4016,2000.0,70.0,,0,1,0
620522,3903,10115.0,58.3,,0,1,0
620532,4112,2527.0,100.0,,0,1,0
620562,3901,5700.0,21.7,,0,1,0
620564,4101,4436.0,-63.7,16.0,1,0,1
620616,3810,1799.0,33.2,4.0,0,1,1
620640,4002,2456.0,100.0,,1,1,0
620678,4017,1750.0,28.0,,0,1,0
620695,3803,2442.0,100.0,,1,1,0
620701,4004,2010.0,20.3,8.0,0,1,1
620703,4112,5000.0,55.0,,1,1,0
620706,4004,1333.0,33.0,,0,1,0
620730,4110,2400.0,22.2,,0,1,0
620739,4009,2500.0,70.4,,0,1,0
620751,4101,2500.0,80.2,,0,1,0
620764,4006,2000.0,-54.0,,0,1,0
620794,4110,2500.0,47.8,,0,1,0
620824,4108,1800.0,-16.7,,0,1,0
620890,3807,2469.0,100.0,110.0,1,0,1
620909,4002,2550.0,59.0,,1,0,0
620912,4111,6000.0,38.0,,0,1,0
620936,4108,4000.0,52.2,,0,1,0
620938,3805,2516.0,72.8,,1,1,0
620949,4012,2000.0,15.2,,0,1,0
620952,4014,3106.0,100.0,,1,1,0
620996,4112,4900.0,50.0,,0,1,0
621005,3807,10042.0,36.9,16.0,0,1,1
621030,4007,1692.0,45.3,,0,1,0
621044,3707,3954.0,100.0,,1,1,0
621084,3903,3254.0,-33.3,,1,0,0
621104,4107,2100.0,20.5,,0,1,0
621120,4111,3300.0,51.2,,0,1,0
621172,4002,1750.0,12.3,,1,0,0
621174,4107,2902.0,13.6,,0,1,0
621199,4014,2500.0,52.8,,0,1,0
621237,3710,6900.0,81.1,,0,1,0
621260,4002,6285.0,100.0,,1,1,0
621275,3903,5513.0,43.3,,0,1,0
621290,4103,2600.0,12.0,,0,1,0
621334,3707,2445.0,21.6,,0,1,0
621370,3707,1500.0,100.0,,1,0,0
621407,4113,4000.0,100.0,,1,0,0
621478,4106,2400.0,12.0,,0,1,0
621493,3705,7272.0,89.5,,0,1,0
621504,4111,5000.0,55.2,,1,0,0
621508,3903,6213.0,46.0,,0,1,0
621526,4004,2500.0,41.0,,1,1,0
621543,4003,2000.0,29.4,,0,1,0
621549,3702,2725.0,-46.7,,1,1,0
621556,3805,1817.0,52.5,,0,1,0
621570,4111,2542.0,13.3,,0,1,0
621579,4113,2502.0,62.4,,0,1,0
621600,4104,4000.0,14.0,,0,1,0
621601,4016,2000.0,-54.4,,0,1,0
621638,4005,1580.0,5.3,,0,1,0
621644,3708,2250.0,18.6,,0,1,0
621673,4006,2933.0,100.0,,0,1,0
621680,3903,6000.0,61.7,,0,1,0
621726,4001,2288.0,64.0,,1,1,0
621765,4113,2500.0,8.3,,0,1,0
621897,4014,2421.0,56.0,,0,1,0
621901,3810,1976.0,37.2,,0,1,0
621952,3803,10894.0,44.5,,0,1,0
622037,4013,6000.0,1.7,,0,1,0
622043,4014,2938.0,60.0,,0,1,0
622069,3705,5396.0,-25.6,23.0,0,1,1
622073,3805,2475.0,76.8,3.0,0,1,1
622104,3901,3600.0,100.0,,1,1,0
622106,4006,1183.0,43.2,,0,1,0
622131,3810,10840.0,6.1,,0,1,0
622145,3702,7366.0,46.7,,0,1,0
622161,3902,2500.0,-63.3,,0,1,0
622165,4101,8540.0,88.2,,1,1,0
622180,3810,1600.0,-12.3,,0,1,0
622326,4014,4000.0,50.0,,0,1,0
622340,4112,2500.0,55.6,,0,1,0
622367,4106,3840.0,36.0,,0,1,0
622432,4106,4000.0,51.7,,0,1,0
622445,4017,2425.0,18.4,,0,1,0
622498,4008,1817.0,-66.7,,1,0,0
622505,4005,1142.0,100.0,,1,1,0
622526,4004,10200.0,65.4,,0,1,0
622539,4003,1320.0,37.9,,0,1,0
622542,3804,2018.0,33.0,10.0,0,1,1
622546,3707,3362.0,16.9,,1,1,0
622547,4009,2500.0,-6.7,,0,1,0
622557,3705,2112.0,100.0,,1,1,0
622581,4103,4880.0,42.0,,0,1,0
622613,4002,1600.0,30.0,,0,1,0
622645,3705,6888.0,86.6,,1,1,0
622656,3803,2000.0,30.8,,0,1,0
622658,4007,2500.0,40.8,,0,1,0
622688,4012,8410.0,37.5,,0,1,0
622694,3801,1920.0,0.0,,0,1,0
622728,3803,1224.0,11.0,,0,1,0
622749,4109,2493.0,64.5,,0,1,0
622752,4012,5509.0,50.0,,1,1,0
622770,3902,2480.0,43.3,,0,1,0
622779,3901,5000.0,50.0,,1,1,0
622800,3804,2523.0,100.0,,1,1,0
622808,4017,1387.0,2.2,,0,1,0
622816,4012,12000.0,0.0,,0,1,0
622822,4105,6500.0,100.0,,1,1,0
622852,4013,4000.0,100.0,,1,1,0
622889,3901,5000.0,48.3,,0,1,0
622923,4103,5000.0,22.0,,1,1,0
622970,4001,2508.0,100.0,,0,1,0
623008,4104,7790.0,62.0,,0,1,0
623019,4006,8400.0,-76.5,,1,0,0
623029,3903,3900.0,43.3,,0,1,0
623040,4102,2000.0,75.0,,1,1,0
623060,3702,5850.0,65.6,,0,1,0
623077,4110,9004.0,92.2,,0,1,0
623143,4108,4000.0,20.0,,0,1,0
623154,4006,1667.0,40.5,,0,1,0
623197,4103,3850.0,56.0,,0,1,0
623231,3902,4000.0,13.3,,0,1,0
623276,4009,2800.0,-18.3,,0,1,0
623348,4006,3167.0,21.8,,0,1,0
623375,4103,5000.0,73.3,,1,1,0
623387,4003,2000.0,-4.8,,0,1,0
623389,3809,2425.0,-13.4,3.0,0,1,1
623436,4017,2023.0,6.0,,0,1,0
623446,3810,675.0,100.0,,1,1,0
623484,4104,4142.0,40.0,,0,1,0
623511,4112,4496.0,68.3,,0,1,0
623566,4002,2000.0,3.3,,0,1,0
623569,3810,1278.0,-0.4,,0,1,0
623622,4017,4333.0,60.8,,0,1,0
623641,4112,1930.0,0.0,,0,1,0
623644,4106,6256.0,65.6,,0,1,0
623679,3702,3125.0,74.9,,1,1,0
623697,4012,2003.0,30.0,,0,1,0
623723,3903,8200.0,82.2,,0,1,0
623778,4002,1900.0,25.9,,0,1,0
623825,4103,2150.0,51.9,,0,1,0
623879,4105,9060.0,-1.7,,0,1,0
623904,4017,3471.0,76.8,,0,1,0
623925,4103,7080.0,100.0,,1,1,0
623950,4105,9648.0,38.3,,0,1,0
623952,3807,1883.0,67.3,,0,1,0
623968,4016,1115.0,13.5,,0,1,0
623995,4103,2500.0,67.1,,0,1,0
624035,4110,2500.0,-13.3,,0,1,0
624045,4004,1717.0,100.0,,1,0,0
624062,4009,4283.0,-30.0,,0,1,0
624080,3705,10000.0,-11.9,58.0,0,1,1
624106,4012,2467.0,38.2,,0,1,0
624111,3704,2500.0,4.4,,0,1,0
624113,3705,3133.0,84.6,,0,1,0
624154,4112,2000.0,60.0,,1,1,0
624162,3803,7644.0,100.0,,0,1,0
624180,4105,6000.0,62.0,,1,1,0
624217,4105,4000.0,42.0,,0,1,0
624246,3902,4000.0,55.0,,1,1,0
624252,3903,12066.0,100.0,,0,1,0
624254,3810,1584.0,71.7,,1,0,0
624267,4016,5000.0,26.7,,0,1,0
624280,3903,50450.0,55.2,,0,1,0
624315,4110,1755.0,20.0,,0,1,0
624365,4104,6250.0,52.0,,0,1,0
624394,4112,4360.0,55.6,,1,1,0
624397,3709,7425.0,93.8,,1,1,0
624403,4104,4800.0,42.0,,0,1,0
624467,3810,4000.0,-15.7,28.0,0,1,1
624489,4106,2000.0,0.0,,0,1,0
624514,4001,7550.0,58.8,,1,1,0
624530,4003,3375.0,12.3,,0,1,0
624531,4104,3800.0,36.0,,0,1,0
624535,4012,2003.0,45.7,,0,1,0
624567,4016,9350.0,68.0,,1,1,0
624569,4006,7166.0,88.5,,1,1,0
624584,4103,6324.0,60.0,,1,1,0
624589,4111,1600.0,-28.3,,0,1,0
624590,3901,13157.0,100.0,,1,1,0
624606,4001,2067.0,100.0,,1,1,0
624612,4006,1900.0,40.7,,0,1,0
624636,4004,2000.0,19.5,,0,1,0
624639,4106,2500.0,35.6,,0,1,0
624696,4109,2263.0,-5.6,,1,0,0
624712,4109,69840.0,66.5,,0,1,0
624843,4103,4733.0,33.3,,0,1,0
624854,4103,4040.0,44.0,,0,1,0
624863,4111,5000.0,38.3,,0,1,0
624864,3801,2081.0,47.7,,0,1,0
624866,4102,2000.0,24.4,,1,1,0
624871,4112,4000.0,51.7,,0,1,0
624877,4014,3005.0,100.0,,1,1,0
624945,3807,10275.0,-60.3,,0,1,0
624974,4002,2090.0,100.0,,0,1,0
625009,4014,2279.0,34.4,,0,1,0
625040,4007,4140.0,70.6,,0,1,0
625074,3706,5000.0,75.7,,0,1,0
625184,4113,4000.0,70.0,,0,1,0
625208,4003,2750.0,100.0,,0,1,0
625214,4111,2521.0,100.0,,1,1,0
625239,4013,2150.0,48.9,,0,1,0
625272,4015,17400.0,-0.9,60.0,0,1,1
625304,4004,1437.0,25.3,,0,1,0
625325,3806,1916.0,53.0,,0,1,0
625335,4012,2083.0,40.7,,0,1,0
625355,4106,5000.0,32.0,,0,1,0
625386,4002,4745.0,0.0,,0,1,0
625397,3804,2523.0,100.0,,1,1,0
625401,3902,5000.0,-12.0,,0,1,0
625417,3807,2518.0,44.6,,0,1,0
625441,4106,8100.0,64.0,,0,1,0
625445,4112,4037.0,36.7,,0,1,0
625458,4113,6000.0,-8.3,,1,1,0
625490,4105,4000.0,28.3,,0,1,0
625502,3902,21930.0,100.0,,1,1,0
625577,4013,2500.0,-13.3,,0,1,0
625593,4012,2554.0,81.5,,0,1,0
625623,3806,2500.0,32.8,,0,1,0
625645,4101,2000.0,48.0,,0,1,0
625653,4106,4560.0,80.7,,1,1,0
625654,4005,1620.0,31.0,,0,1,0
625711,4015,5000.0,-10.0,,0,1,0
625717,4011,4389.0,76.5,,1,1,0
625775,4009,2000.0,100.0,,1,1,0
625792,3710,3475.0,77.0,,0,1,0
625808,3903,3827.0,48.3,,0,1,0
625861,4009,9106.0,51.0,,0,1,0
625871,4102,4000.0,37.5,,1,0,0
625922,3902,4800.0,-26.0,,0,1,0
625932,3704,5000.0,100.0,,0,1,0
625934,3903,6300.0,68.3,,0,1,0
625964,3705,4500.0,11.0,,0,1,0
625968,4110,2500.0,24.4,,0,1,0
626021,4112,4000.0,55.0,,0,1,0
626046,3901,16000.0,80.0,,1,1,0
626062,3901,3800.0,73.3,,0,1,0
626113,3708,5072.0,100.0,,1,0,0
626141,4001,1663.0,44.4,,0,1,0
626180,4016,10000.0,13.0,,0,1,0
626250,4002,2000.0,44.4,,0,1,0
626270,3903,4340.0,100.0,,1,1,0
626290,4114,7618.0,-48.3,,0,1,0
626337,4105,4000.0,52.0,,0,1,0
626353,4110,2060.0,100.0,,1,1,0
626379,3704,2588.0,100.0,,0,1,0
626385,4016,2244.0,100.0,,0,1,0
626408,4012,2003.0,51.0,,0,1,0
626415,3804,1900.0,-9.3,,0,1,0
626422,4010,3000.0,100.0,,1,1,0
626430,4006,2375.0,75.0,,0,1,0
626444,4101,2000.0,3.2,,0,1,0
626449,4008,4000.0,53.3,,0,1,0
626509,4112,2900.0,12.0,,1,0,0
626519,4103,4000.0,51.7,,1,1,0
626529,4001,7500.0,-23.5,,0,1,0
626541,4111,25000.0,98.4,,1,1,0
626570,3803,2748.0,100.0,,0,1,0
626590,4004,1730.0,-30.0,6.0,0,1,1
626595,4006,2300.0,57.2,,0,1,0
626629,4110,4000.0,65.6,,0,1,0
626635,4103,4000.0,50.0,,1,1,0
626637,3701,2375.0,54.3,,1,1,0
626662,4102,2000.0,32.1,,0,1,0
626676,3806,2109.0,22.8,9.0,0,1,1
626681,4112,2500.0,100.0,,1,1,0
626694,4103,3742.0,100.0,,0,1,0
626703,3810,3825.0,100.0,,0,1,0
626715,3804,1873.0,56.1,,0,1,0
626757,4004,3080.0,34.5,,0,1,0
626766,4014,2404.0,65.0,,0,1,0
626787,3901,6500.0,56.0,,0,1,0
626791,3702,7835.0,84.8,,0,1,0
626792,4110,3600.0,52.2,,0,1,0
626795,3804,2498.0,50.0,,0,1,0
626796,4003,11001.0,100.0,,1,1,0
626797,3808,2222.0,64.3,,0,1,0
626822,4103,646.0,61.2,,1,1,0
626830,3703,3276.0,41.1,,0,1,0
626870,3901,5400.0,55.0,,0,1,0
626893,3703,2375.0,4.8,,0,1,0
626921,4102,3800.0,100.0,,1,0,0
626934,4103,2500.0,-8.3,,0,1,0
626949,4106,6150.0,28.0,,0,1,0
626984,4016,4000.0,-1.7,,0,1,0
626988,4101,9870.0,100.0,,1,1,0
626993,4114,4000.0,60.0,,1,1,0
627005,3810,20150.0,-20.0,,0,1,0
627021,3901,10000.0,63.3,,0,1,0
627079,4016,1750.0,100.0,,1,1,0
627136,4103,4000.0,22.0,,0,1,0
627138,4109,8150.0,1.0,,0,1,0
627174,4015,2700.0,4.4,,0,1,0
627196,4003,4050.0,72.4,,0,1,0
627245,4014,6000.0,100.0,,1,1,0
627280,4015,4000.0,35.3,,1,1,0
627293,3710,2465.0,100.0,,0,1,0
627298,4013,3280.0,30.0,,0,1,0
627306,3901,8400.0,54.0,,1,1,0
627330,3901,6000.0,36.7,,0,1,0
627344,4112,4640.0,73.7,,1,1,0
627427,4108,2000.0,-18.9,,0,1,0
627434,4003,2500.0,77.5,,0,1,0
627451,4107,5000.0,73.6,,0,1,0
627503,3803,2500.0,9.0,9.0,0,1,1
627517,4015,20000.0,28.0,65.0,0,1,1
627521,4113,4000.0,5.0,,0,1,0
627545,4013,2000.0,25.0,,0,1,0
627547,3901,25410.0,69.0,,0,1,0
627596,4102,5000.0,64.0,,1,1,0
627599,4106,4320.0,24.0,,0,1,0
627700,4001,2500.0,4.0,,0,1,0
627751,4002,2250.0,100.0,,1,1,0
627811,4018,3261.0,80.7,,0,1,0
627815,4109,10000.0,80.0,,0,1,0
627856,4017,2127.0,38.4,,0,1,0
627884,4016,4000.0,-15.2,,1,0,0
627909,3901,4000.0,32.0,,0,1,0
627954,4018,4400.0,-60.0,,0,1,0
627975,4001,3500.0,67.6,,0,1,0
628042,4016,12280.0,68.0,,0,1,0
628046,4007,2500.0,24.7,,0,1,0
628118,4013,3000.0,26.7,,0,1,0
628125,3902,6000.0,33.3,,0,1,0
628129,4102,5000.0,46.7,,0,1,0
628151,4104,6000.0,100.0,,1,0,0
628154,4104,5335.0,36.0,,0,1,0
628163,4104,4000.0,43.3,,0,1,0
628168,4113,5000.0,14.0,,0,1,0
628184,4001,1600.0,13.6,,0,1,0
628247,3705,8945.0,99.7,1.0,1,1,1
628269,4001,1900.0,44.0,,0,1,0
628288,4013,4000.0,78.5,,1,1,0
628297,4111,4000.0,26.7,,0,1,0
628304,4113,4100.0,-16.0,,0,1,0
628412,4016,2400.0,52.0,,0,1,0
628457,3703,3985.0,55.0,,0,1,0
628475,3902,7140.0,71.7,,0,1,0
628483,4107,3742.0,100.0,,1,1,0
628495,4103,5350.0,67.8,,1,1,0
628512,4110,1842.0,28.9,,0,1,0
628534,4106,4100.0,44.0,,0,1,0
628563,4006,2000.0,100.0,,1,1,0
628598,4002,2094.0,-60.0,,0,1,0
628613,3810,1260.0,-14.8,,0,1,0
628621,4105,1875.0,35.0,,0,1,0
628637,3810,19103.0,-12.9,,0,1,0
628659,4016,2700.0,-5.6,,0,1,0
628690,3806,2008.0,40.2,,0,1,0
628706,4011,3964.0,-2.9,,0,1,0
628723,3702,5722.0,80.2,,1,1,0
628727,4103,4000.0,31.7,,0,1,0
628752,4103,4000.0,38.9,,1,1,0
628754,4103,5218.0,-34.0,,1,1,0
628755,4006,14279.0,18.1,,0,1,0
628793,4002,15000.0,29.0,,0,1,0
628816,3710,5120.0,5.2,8.0,0,1,1
628840,4110,1900.0,24.4,,0,1,0
628844,3810,1980.0,66.3,,0,1,0
628847,3901,9975.0,28.3,,1,1,0
628880,4001,2500.0,74.9,,1,1,0
628883,4011,1240.0,-2.1,,0,1,0
628889,4002,2500.0,25.9,,0,1,0
628892,3902,2300.0,-40.0,,1,0,0
628909,3901,12600.0,100.0,,1,1,0
628988,4015,5000.0,-20.0,,0,1,0
629015,4007,2500.0,100.0,,1,1,0
629031,4007,10000.0,100.0,,0,1,0
629034,4016,3133.0,14.4,,0,1,0
629060,3810,814.0,-16.3,,0,1,0
629105,3807,2209.0,100.0,,0,1,0
629130,4018,14840.0,50.0,10.0,0,1,1
629143,3901,3847.0,-25.0,,1,0,0
629146,3704,10000.0,82.0,,0,1,0
629151,4014,1607.0,-28.8,,0,1,0
629156,4002,1487.0,-11.5,,0,1,0
629164,4001,2500.0,66.7,,1,1,0
629223,4018,3840.0,40.0,,0,1,0
629224,4016,2200.0,-23.0,,0,1,0
629264,4104,4400.0,-1.7,,1,0,0
629299,3710,7500.0,-72.0,,0,1,0
629315,4016,2917.0,30.0,,0,1,0
629346,4113,3200.0,100.0,,1,1,0
629361,3710,2500.0,62.1,,0,1,0
629409,4110,21925.0,82.4,,0,1,0
629420,4015,3000.0,-28.0,,0,1,0
629464,4001,12000.0,59.5,,0,1,0
629467,4109,1758.0,61.6,,0,1,0
629492,3803,2144.0,100.0,,1,1,0
629508,4102,6000.0,59.3,,0,1,0
629515,4103,5940.0,30.0,,0,1,0
629526,3702,3088.0,-20.9,,1,0,0
629527,4001,7500.0,25.0,,1,1,0
629528,4104,5734.0,60.0,,0,1,0
629571,3805,2043.0,37.5,,0,1,0
629587,4106,10000.0,96.5,,0,1,0
629594,4001,3125.0,100.0,,1,1,0
629597,4001,5000.0,30.0,,1,1,0
629601,3901,5080.0,71.7,,0,1,0
629602,4001,3142.0,60.9,,0,1,0
629603,4103,6600.0,62.0,,0,1,0
629604,3809,3313.0,24.5,19.0,0,1,1
629631,4017,2633.0,45.6,,0,1,0
629642,4107,3002.0,69.6,,1,1,0
629695,4102,7370.0,100.0,,1,1,0
629716,4105,4000.0,42.0,,0,1,0
629729,4101,2000.0,40.0,,0,1,0
629735,4004,1980.0,50.6,,0,1,0
629752,4112,8855.0,84.4,,0,1,0
629803,4114,4000.0,16.7,,0,1,0
629815,4105,4000.0,34.0,,0,1,0
629829,3806,2299.0,39.2,3.0,0,1,1
629841,4104,2980.0,45.0,,0,1,0
629857,4017,4000.0,66.4,,1,1,0
629883,4001,3938.0,83.3,,0,1,0
629893,4004,2642.0,51.8,,0,1,0
629907,3901,5500.0,71.7,,0,1,0
629914,3704,5261.0,42.2,,0,1,0
629915,4110,1975.0,-6.7,,0,1,0
629917,3804,10142.0,100.0,,0,1,0
629925,4113,2500.0,41.7,,0,1,0
629945,4018,4112.0,50.4,,0,1,0
629966,4114,4600.0,43.3,,0,1,0
630006,4105,4750.0,68.3,,0,1,0
630010,3808,4740.0,66.8,,0,1,0
630032,4005,11207.0,69.5,,0,1,0
630128,4107,2515.0,33.6,,0,1,0
630133,4103,5277.0,62.0,,0,1,0
630139,3702,4750.0,0.0,,1,0,0
630164,4003,2000.0,16.0,,0,1,0
630177,4103,4000.0,8.0,,0,1,0
630208,4110,1800.0,-6.7,,0,1,0
630240,4008,1771.0,-12.8,,0,1,0
630249,4006,9101.0,85.6,,0,1,0
