,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st
599436,3806,5940.0,-12.8,,0,1,0
599474,4103,3705.0,38.0,,0,1,0
599503,4017,3725.0,67.0,,0,1,0
599517,3709,4301.0,100.0,,0,1,0
599527,4017,5962.0,100.0,,1,1,0
599534,3810,1070.0,70.4,,0,1,0
599563,4113,4000.0,50.0,,0,1,0
599607,4105,6050.0,68.0,,0,1,0
599613,4003,1700.0,35.8,,0,1,0
599622,3810,1555.0,18.0,,0,1,0
599634,4006,14400.0,100.0,,0,1,0
599678,3903,4200.0,33.3,,0,1,0
599687,4014,2000.0,7.2,,0,1,0
599706,4007,2143.0,100.0,,1,1,0
599713,4114,2500.0,55.0,,1,1,0
599771,4002,2500.0,32.1,,0,1,0
599788,4113,3000.0,44.4,,0,1,0
599818,3805,1866.0,49.0,,0,1,0
599844,4002,2600.0,14.8,4.0,0,1,1
599851,4104,4600.0,53.3,,0,1,0
599859,3901,5100.0,58.3,,0,1,0
599880,4104,15147.0,6.0,,1,1,0
599882,4110,2375.0,31.1,,0,1,0
599902,4017,3916.0,56.7,,0,1,0
599915,4104,5117.0,16.0,,0,1,0
599943,4001,2500.0,50.6,,0,1,0
600033,4114,4000.0,69.1,,1,0,0
600040,3703,5000.0,64.5,,1,1,0
600051,3810,56202.0,89.9,,0,1,0
600091,4106,6000.0,42.0,,0,1,0
600104,4007,2502.0,55.9,,0,1,0
600124,4003,4000.0,-7.0,13.0,0,1,1
600161,3810,1723.0,-59.7,,0,1,0
600166,4104,5000.0,68.3,,0,1,0
600182,4106,2000.0,100.0,,1,1,0
600188,4012,2504.0,100.0,,1,1,0
600228,4003,2000.0,40.0,,0,1,0
600256,4103,4000.0,20.0,,1,1,0
600279,4006,1160.0,9.1,,0,1,0
600322,4012,2003.0,34.6,,0,1,0
600348,4006,23000.0,57.5,,1,1,0
600379,3810,2158.0,6.6,2.0,0,1,1
600393,3903,5900.0,40.0,,1,1,0
600395,3901,11670.0,32.0,,1,0,0
600422,4107,2500.0,71.3,,1,1,0
600424,3709,10900.0,72.6,,0,1,0
600434,4106,4000.0,51.1,,0,1,0
600468,3901,6000.0,66.7,,0,1,0
600490,4109,4000.0,56.8,,1,1,0
600497,3807,5885.0,44.3,,1,1,0
600561,4015,4000.0,-6.0,,0,1,0
600623,3806,1818.0,36.3,,0,1,0
600645,3706,8062.0,100.0,,1,1,0
600668,4006,2640.0,52.3,,0,1,0
600682,4103,6240.0,64.0,,0,1,0
600712,4004,3800.0,64.5,,1,1,0
600722,4014,2003.0,-3.3,,0,1,0
600746,4015,6000.0,-20.0,,0,1,0
600747,4103,11548.0,42.0,,0,1,0
600810,4108,3942.0,31.1,,0,1,0
600842,3805,2248.0,19.0,,0,1,0
600853,4016,2220.0,85.7,,0,1,0
600857,4016,3000.0,1.7,,0,1,0
600928,3903,2500.0,-51.7,,0,1,0
600940,4013,2629.0,38.5,,0,1,0
600942,4103,11106.0,50.3,,0,1,0
600970,3903,4018.0,30.0,,0,1,0
600995,4110,2500.0,17.0,,0,1,0
601035,3808,30125.0,-99.2,,0,1,0
601043,4102,3375.0,67.2,,0,1,0
601097,4001,4723.0,84.4,,1,1,0
601107,4107,15580.0,48.6,,0,1,0
601116,4104,4000.0,48.3,,1,1,0
601136,4007,2500.0,-14.0,6.0,0,1,1
601154,3702,2809.0,-5.6,,0,1,0
601180,4017,4000.0,55.2,,0,1,0
601190,4107,2392.0,48.8,,1,1,0
601192,4109,1760.0,40.0,,0,1,0
601246,4112,5623.0,87.8,,0,1,0
601258,4005,1875.0,33.0,,0,1,0
601261,4103,4400.0,58.3,,0,1,0
601294,3702,5721.0,85.6,,0,1,0
601314,4103,2660.0,72.0,,1,1,0
601329,4014,3005.0,57.6,,0,1,0
601340,4016,2800.0,25.6,,0,1,0
601374,4016,2138.0,7.8,,0,1,0
601471,4103,5726.0,64.0,,0,1,0
601480,3807,2500.0,34.2,12.0,0,1,1
601492,3808,46125.0,-7.5,,0,1,0
601500,4008,2000.0,12.2,,0,1,0
601506,4014,3000.0,16.0,,1,1,0
601507,4007,2500.0,59.3,,0,1,0
601519,4112,17250.0,100.0,,1,1,0
601533,4114,11733.0,-12.0,,0,1,0
601560,4112,3400.0,51.7,,0,1,0
601621,4013,3000.0,-36.7,,0,1,0
601644,4006,13825.0,100.0,,1,1,0
601646,4013,1300.0,-21.1,,0,1,0
601674,3702,2500.0,-92.2,,0,1,0
601729,4105,4000.0,48.0,,0,1,0
601756,4004,2500.0,43.0,,0,1,0
601765,3808,1857.0,-15.0,,0,1,0
601785,4103,5933.0,10.0,,0,1,0
601810,4107,3545.0,60.0,,1,1,0
601887,4012,2667.0,-11.5,6.0,0,1,1
601919,4106,4325.0,56.0,,0,1,0
601920,4101,10000.0,100.0,,1,0,0
601964,4004,2174.0,91.6,,0,1,0
601987,4007,2500.0,14.0,,0,1,0
602044,4101,2826.0,30.0,,0,1,0
602055,4010,10000.0,84.4,,1,1,0
602076,3810,5000.0,-26.5,22.0,0,1,1
602080,4110,1607.0,5.2,,0,1,0
602086,4104,4000.0,55.0,,1,1,0
602111,3807,1980.0,-3.7,,0,1,0
602115,4107,5000.0,67.5,,1,0,0
602150,4107,52607.0,-86.4,233.0,0,1,1
602166,3804,1917.0,36.6,,0,1,0
602172,4006,2533.0,100.0,,1,0,0
602214,4002,2250.0,54.3,,0,1,0
602231,4008,11164.0,86.0,,0,1,0
602264,4103,5000.0,46.7,,0,1,0
602325,4018,4320.0,-32.1,,1,1,0
602339,4016,4410.0,11.2,,0,1,0
602392,3807,6250.0,60.0,6.0,0,1,1
602394,4013,2500.0,0.7,,0,1,0
602452,4006,2143.0,42.0,,0,1,0
602474,3902,5125.0,48.3,,0,1,0
602480,3803,19983.0,32.8,,1,1,0
602519,4103,6000.0,-22.0,,1,0,0
602541,4010,2500.0,45.7,,0,1,0
602560,4001,1152.0,14.4,,0,1,0
602576,3902,3500.0,58.3,,0,1,0
602578,4001,1979.0,48.1,,0,1,0
602580,3710,31500.0,5.0,,0,1,0
602581,4110,3400.0,61.1,,0,1,0
602583,4113,6500.0,-91.7,,0,1,0
602586,4006,2500.0,100.0,,1,1,0
602591,4006,2750.0,76.0,,1,1,0
602595,3810,2002.0,51.2,,0,1,0
602601,4101,4901.0,80.7,,0,1,0
602628,3809,2160.0,59.0,,0,1,0
602634,4105,4000.0,46.7,,0,1,0
602642,3802,1699.0,53.8,,0,1,0
602645,4014,2017.0,23.9,,0,1,0
602664,4105,3100.0,-4.0,,0,1,0
602682,3902,8000.0,58.3,,1,0,0
602697,3803,1665.0,54.7,,0,1,0
602699,3709,3569.0,20.0,,0,1,0
602762,4106,2500.0,34.4,,0,1,0
602766,3903,3920.0,-4.0,,0,1,0
602776,4103,2300.0,0.0,,0,1,0
602784,4014,2805.0,57.6,,0,1,0
602826,4002,3000.0,-23.5,8.0,0,1,1
602835,4002,1660.0,10.7,,0,1,0
602848,3903,9380.0,100.0,,1,1,0
602852,4012,2003.0,39.1,,0,1,0
602893,4001,2500.0,100.0,,1,1,0
602908,4003,1650.0,50.6,,0,1,0
602922,4013,7000.0,16.0,,0,1,0
602933,3807,2467.0,76.0,,0,1,0
602946,4110,2300.0,-46.7,,0,1,0
603020,3902,10000.0,56.0,,0,1,0
603052,4004,2525.0,100.0,,0,1,0
603071,4110,2975.0,11.1,,0,1,0
603126,3802,3747.0,100.0,,0,1,0
603129,3902,4000.0,70.0,,1,1,0
603135,4101,2000.0,47.2,,0,1,0
603171,3804,1018.0,50.8,,0,1,0
603240,4002,2375.0,15.6,5.0,0,1,1
603241,4016,3300.0,100.0,,1,1,0
603277,3901,3000.0,65.0,,0,1,0
603287,4103,3000.0,6.7,,1,1,0
603341,4104,6067.0,50.0,,0,1,0
603353,4106,2000.0,-10.0,,0,1,0
603401,4102,8000.0,58.8,,0,1,0
603456,4104,4000.0,61.7,,0,1,0
603476,4012,10000.0,53.9,,0,1,0
603523,3705,2828.0,-4.1,,0,1,0
603536,3810,29670.0,58.6,,0,1,0
603591,3903,6000.0,-1.7,,0,1,0
603606,4014,2003.0,-29.6,,0,1,0
603616,4001,2500.0,17.7,,0,1,0
603688,4012,2003.0,41.6,,0,1,0
603690,4003,1825.0,100.0,,1,1,0
603693,4109,2110.0,51.1,,0,1,0
603744,4008,1991.0,100.0,,1,1,0
603762,4003,1100.0,25.1,,0,1,0
603780,4004,5000.0,37.5,,0,1,0
603791,3902,1920.0,61.7,,0,1,0
603815,4102,2500.0,77.5,,1,1,0
603833,3805,3188.0,70.8,,0,1,0
603837,4015,4000.0,37.3,,0,1,0
603897,4002,2500.0,100.0,,1,1,0
603900,4112,4000.0,-5.0,,0,1,0
603909,4014,4807.0,-0.8,,1,0,0
604011,3903,2500.0,-41.7,,0,1,0
604012,3810,2512.0,66.8,,0,1,0
604013,4004,1476.0,-11.1,,1,0,0
604018,3805,2008.0,24.0,4.0,0,1,1
604037,4104,4000.0,60.0,,0,1,0
604058,4103,4320.0,54.0,,0,1,0
604061,4103,2100.0,12.2,,0,1,0
604065,3810,4640.0,56.1,,0,1,0
604085,4008,2000.0,-20.0,,0,1,0
604089,4016,2500.0,3.3,,0,1,0
604102,4002,2500.0,77.0,,0,1,0
604108,4003,2000.0,40.0,,0,1,0
604133,3903,2500.0,-36.7,,1,0,0
604134,3702,3000.0,33.3,,0,1,0
604146,4016,2000.0,-73.3,,0,1,0
604163,4105,5000.0,68.3,,1,0,0
604195,4107,5160.0,63.8,,0,1,0
604247,3707,10151.0,100.0,,1,1,0
604267,4018,2000.0,-6.7,,0,1,0
604274,4002,3050.0,55.6,,0,1,0
604275,4104,1786.0,-73.3,,0,1,0
604288,4101,2494.0,-16.9,8.0,1,0,1
604331,3903,3720.0,41.7,,0,1,0
604339,3901,21000.0,60.0,,0,1,0
604346,3808,1440.0,-11.3,,0,1,0
604364,4006,2000.0,-26.0,,0,1,0
604376,4012,3528.0,73.7,,0,1,0
604396,3804,1682.0,100.0,76.0,1,0,1
604428,3903,4500.0,50.0,,0,1,0
604439,4012,2504.0,100.0,,1,1,0
604462,4105,3510.0,36.7,,0,1,0
604484,3708,10620.0,92.4,,1,1,0
604502,3902,5500.0,60.0,,0,1,0
604507,3903,7955.0,81.7,,0,1,0
604512,4103,6549.0,80.0,,1,1,0
604523,3903,3000.0,3.3,,0,1,0
604543,4105,3000.0,13.3,,0,1,0
604545,4106,4000.0,66.7,,0,1,0
604548,3807,1588.0,29.2,,0,1,0
604570,3803,1665.0,41.9,,0,1,0
604588,4013,2500.0,-38.9,,0,1,0
604597,4017,4000.0,62.4,,1,1,0
604620,4107,51475.0,-77.0,226.0,0,1,1
604648,3702,2854.0,90.4,,1,1,0
604669,4103,2000.0,100.0,,0,1,0
604713,4104,4000.0,51.7,,0,1,0
604802,3810,13491.0,-64.8,,0,1,0
604883,3702,2286.0,40.7,,1,0,0
604938,4105,2857.0,-86.7,,1,0,0
604975,4103,2095.0,-10.0,,0,1,0
604986,3901,4000.0,81.5,,0,1,0
604996,3901,6054.0,100.0,,1,1,0
605002,4001,1875.0,-24.3,,1,0,0
605032,4012,1600.0,22.6,,0,1,0
605071,4101,2500.0,100.0,,0,1,0
605090,4103,2580.0,42.8,,1,1,0
605138,4015,4000.0,-8.0,,0,1,0
605159,4109,15000.0,60.7,,0,1,0
605218,4110,1903.0,17.5,,0,1,0
605269,4107,2100.0,20.5,,0,1,0
605289,4102,3125.0,79.0,,0,1,0
605319,4112,7838.0,-8.3,,0,1,0
605358,4104,3000.0,31.7,,0,1,0
605372,4110,2500.0,18.5,,0,1,0
605379,4014,2504.0,61.3,,0,1,0
605390,3709,2362.0,0.0,,1,0,0
605401,4110,2108.0,16.8,,0,1,0
605642,3807,7413.0,70.7,,1,1,0
605647,4013,5000.0,46.7,,1,1,0
605668,4105,3500.0,0.0,,1,1,0
605709,3902,5500.0,66.7,,0,1,0
605723,4017,15400.0,100.0,,0,1,0
605736,4002,1775.0,73.7,,0,1,0
605769,4015,3500.0,100.0,,0,1,0
605775,4001,13500.0,12.5,,0,1,0
605811,4105,4374.0,45.0,,0,1,0
605819,3810,11140.0,0.0,,0,1,0
605900,4112,62682.0,57.0,,0,1,0
605942,4103,2500.0,66.7,,1,1,0
605962,3807,4393.0,50.2,,1,1,0
606042,3903,4000.0,52.0,,0,1,0
606056,4014,1800.0,16.0,,0,1,0
606106,4103,4725.0,56.7,,1,1,0
606107,4013,2500.0,3.3,,0,1,0
606226,4104,7000.0,28.0,,0,1,0
606336,3703,5000.0,100.0,,1,1,0
606353,4004,2000.0,2.2,,0,1,0
606412,3903,4903.0,-20.0,,0,1,0
606437,3807,2650.0,-38.8,,0,1,0
606484,4013,2000.0,-13.3,,0,1,0
606515,4018,2200.0,-25.5,,1,0,0
606525,3903,4750.0,62.4,,0,1,0
606534,4106,4000.0,20.0,,0,1,0
606545,4108,6960.0,-35.0,,0,1,0
606567,4006,2117.0,100.0,,1,1,0
606624,4107,1900.0,42.0,,0,1,0
606644,4007,2500.0,100.0,,1,1,0
606663,4112,2869.0,89.6,,0,1,0
606697,4112,10162.0,27.4,,0,1,0
606735,4104,4000.0,55.0,,0,1,0
606746,4005,2500.0,70.0,,0,1,0
606832,4109,2750.0,68.0,,0,1,0
606870,4104,2604.0,46.7,,0,1,0
606880,4112,4090.0,36.0,,0,1,0
606886,4016,1867.0,-23.3,,0,1,0
606926,4103,3710.0,45.0,,0,1,0
606933,4104,8700.0,48.0,,0,1,0
606960,3703,7897.0,48.3,,0,1,0
607004,3701,4200.0,12.2,,0,1,0
607043,4013,15107.0,54.5,,0,1,0
607110,4106,4000.0,22.0,,0,1,0
607150,4103,4000.0,33.3,,0,1,0
607192,3705,4606.0,100.0,,1,1,0
607200,4007,12675.0,26.0,,0,1,0
607230,3807,15062.0,-43.3,,0,1,0
607239,4104,5000.0,46.7,,1,0,0
607270,4012,2003.0,47.7,,0,1,0
607330,4017,2600.0,52.8,,0,1,0
607361,3901,11187.0,100.0,,1,1,0
607411,4104,4000.0,26.0,,0,1,0
607425,4013,1600.0,11.1,,0,1,0
607426,4110,1802.0,-21.1,,0,1,0
607431,3903,4000.0,46.0,,0,1,0
607432,3802,25669.0,100.0,,1,1,0
607435,3901,3960.0,60.0,,0,1,0
607457,4108,4000.0,20.0,,0,1,0
607470,4002,2000.0,32.1,,0,1,0
607536,4102,4108.0,86.0,,0,1,0
607543,4111,1800.0,28.8,,0,1,0
607563,3708,4125.0,78.5,,1,1,0
607600,3803,1825.0,10.0,,0,1,0
607604,4008,2500.0,47.2,,0,1,0
607626,4103,9283.0,23.3,,1,0,0
607630,4111,1600.0,52.0,,0,1,0
607648,3903,3320.0,51.7,,0,1,0
607658,4011,1440.0,15.2,,0,1,0
607726,4107,2235.0,25.5,,0,1,0
607786,4016,1800.0,63.3,,0,1,0
607791,4014,1967.0,56.4,,0,1,0
607802,4004,2038.0,-84.0,,0,1,0
607810,4105,18950.0,41.0,,1,1,0
607812,4104,12100.0,60.0,,1,1,0
607858,3808,1950.0,56.2,,0,1,0
607895,4014,2000.0,32.0,,0,1,0
607920,3801,3997.0,100.0,,1,1,0
607929,4101,1697.0,23.7,,0,1,0
607950,3701,1968.0,32.7,,0,1,0
607956,4108,1026.0,100.0,,1,1,0
607966,3702,4500.0,100.0,,1,1,0
607980,3810,2562.0,-11.0,,1,0,0
607998,4002,2200.0,89.7,,0,1,0
608011,3901,4256.0,31.7,,0,1,0
608051,3810,3636.0,33.4,20.0,0,1,1
608077,3903,5000.0,100.0,,1,1,0
608110,4114,4075.0,-20.0,,0,1,0
608181,3705,2000.0,52.9,,0,1,0
608184,3902,6885.0,42.0,,0,1,0
608205,4102,1277.0,100.0,,0,1,0
608231,3809,10000.0,-36.5,,0,1,0
608240,3704,5000.0,60.0,,0,1,0
608279,3710,2271.0,60.2,,0,1,0
608298,4103,6250.0,52.0,,0,1,0
608301,4007,2679.0,100.0,,1,0,0
608361,4005,1219.0,100.0,,1,1,0
608426,4105,5000.0,44.0,,0,1,0
608447,4105,1967.0,-6.7,,1,0,0
608460,4002,2080.0,100.0,,0,1,0
608461,4012,2003.0,56.0,,0,1,0
608497,4105,6000.0,35.0,,1,1,0
608640,4110,2500.0,51.9,,0,1,0
608669,4110,3250.0,100.0,,1,1,0
608723,3702,3062.0,71.2,,1,1,0
608738,3805,1873.0,39.5,,0,1,0
608817,4004,2083.0,35.8,,0,1,0
608877,3710,38215.0,100.0,137.0,1,0,1
608921,4102,8024.0,37.8,,1,1,0
608947,4103,36750.0,82.0,,1,1,0
608967,4006,2000.0,100.0,,1,1,0
608976,4006,2000.0,52.4,,0,1,0
609037,4012,2000.0,35.0,,0,1,0
609050,4105,3142.0,26.7,,0,1,0
609052,4006,1550.0,16.0,,0,1,0
609059,3901,3400.0,26.7,,0,1,0
609092,4112,4000.0,46.7,,0,1,0
609108,4004,2200.0,10.0,,0,1,0
609156,4005,1120.0,47.4,,0,1,0
609160,4004,3852.0,-77.5,,0,1,0
609176,3810,8022.0,44.0,,0,1,0
609194,4103,2579.0,28.9,,0,1,0
609258,4016,4000.0,-17.8,,0,1,0
609289,4014,4000.0,100.0,,1,1,0
609291,3901,3080.0,61.7,,0,1,0
609311,4007,4600.0,100.0,,1,1,0
609334,4004,5000.0,60.5,,0,1,0
609352,4110,2000.0,6.7,,0,1,0
609394,4006,6590.0,45.9,,0,1,0
609409,4001,14490.0,58.5,,0,1,0
609518,3810,8717.0,67.5,,0,1,0
609598,4103,4000.0,18.3,,1,1,0
609603,4105,5000.0,46.7,,1,0,0
609638,4002,1142.0,0.4,,0,1,0
609648,3903,10627.0,-1.7,,0,1,0
609658,4017,1534.0,-81.1,,0,1,0
609709,4105,4000.0,58.3,,0,1,0
609755,4004,1737.0,36.2,,0,1,0
609814,3806,1997.0,12.5,,0,1,0
609862,4114,11467.0,76.7,,0,1,0
609867,4014,2504.0,33.7,,0,1,0
609888,4112,18200.0,84.5,,1,0,0
609890,4002,2000.0,25.9,,0,1,0
609894,4016,4000.0,46.7,,0,1,0
609896,4014,2053.0,24.3,,0,1,0
609906,3802,2051.0,25.9,,0,1,0
609929,4106,4000.0,65.0,,1,0,0
609948,3805,1883.0,80.7,,0,1,0
609955,4111,2800.0,-2.2,,1,0,0
610037,3902,5050.0,73.3,,1,1,0
610077,4112,5000.0,66.7,,0,1,0
610085,3807,12097.0,62.2,,1,1,0
610156,3803,2018.0,31.1,,0,1,0
610195,3707,17500.0,99.5,,1,1,0
610252,3901,5000.0,33.3,,0,1,0
610254,4006,2000.0,43.5,,0,1,0
610271,4105,5000.0,42.0,,0,1,0
610319,4114,19808.0,74.0,,0,1,0
610355,4013,1860.0,25.6,,0,1,0
610401,4110,1800.0,17.8,,0,1,0
610406,4014,2404.0,65.0,,0,1,0
610414,4014,2000.0,51.0,,0,1,0
610461,4102,1800.0,-11.1,,0,1,0
610500,4114,2440.0,100.0,,0,1,0
610501,3803,2200.0,59.9,,0,1,0
610539,3807,44475.0,80.9,,0,1,0
610541,4110,1815.0,-54.8,,0,1,0
610545,4015,4000.0,56.8,,0,1,0
610620,3903,4200.0,56.0,,0,1,0
610715,4003,2000.0,32.5,,0,1,0
610728,3809,2500.0,70.9,,0,1,0
610734,4105,6000.0,73.3,,0,1,0
610796,4112,2776.0,100.0,,1,0,0
610825,4015,15405.0,99.7,,1,1,0
610917,3807,7406.0,54.1,,0,1,0
610924,4110,2500.0,28.0,6.0,0,1,1
610925,4103,10008.0,100.0,,1,0,0
610926,4103,4750.0,24.0,,0,1,0
610928,4008,2000.0,100.0,,0,1,0
610931,3705,5775.0,89.0,,1,1,0
610952,3704,5000.0,-21.0,18.0,0,1,1
610972,4110,1827.0,1.5,,0,1,0
610996,4002,1510.0,-9.9,,0,1,0
611002,3810,2300.0,-4.9,,0,1,0
611014,4106,2100.0,-4.4,,0,1,0
611098,4003,1667.0,46.5,,0,1,0
611129,4105,7256.0,73.3,,0,1,0
611169,4008,1705.0,-27.2,,1,0,0
611185,4111,2033.0,72.8,,0,1,0
611212,4016,2000.0,0.0,,0,1,0
611226,4104,4646.0,52.0,,0,1,0
611250,4107,4000.0,100.0,,1,1,0
611291,4003,5000.0,0.0,,0,1,0
611310,4005,1967.0,7.5,,0,1,0
611342,4018,2600.0,-20.0,,0,1,0
611356,4102,4342.0,100.0,,0,1,0
611370,4017,1800.0,-11.9,,0,1,0
611458,4002,2500.0,-80.0,5.0,0,1,1
611461,4001,2500.0,32.5,,0,1,0
611485,4004,1733.0,13.5,,0,1,0
611496,4104,5400.0,70.0,,0,1,0
611518,3702,2829.0,52.7,,0,1,0
611524,4001,5700.0,22.2,,0,1,0
611541,4110,1890.0,-2.2,,0,1,0
611572,4110,2000.0,-20.0,,0,1,0
611625,3902,19027.0,72.0,,0,1,0
611672,4002,48500.0,32.1,,0,1,0
611717,3807,19750.0,100.0,,0,1,0
611723,3706,11500.0,-51.7,66.0,0,1,1
611725,3702,2870.0,-33.6,7.0,0,1,1
611737,4113,3503.0,61.1,,0,1,0
611761,4016,3023.0,47.2,,0,1,0
611789,3903,11000.0,80.0,,1,1,0
611792,3804,1899.0,85.0,,1,1,0
611880,4007,2500.0,25.9,,0,1,0
611958,4104,5000.0,42.0,,0,1,0
611989,4101,4000.0,77.0,,0,1,0
611993,4111,4037.0,84.0,,0,1,0
612056,4105,3000.0,10.0,,0,1,0
612063,3702,4750.0,67.8,,0,1,0
612101,3808,2500.0,100.0,,0,1,0
612113,4014,1853.0,20.8,,0,1,0
612147,4114,4000.0,4.0,,1,1,0
612164,4008,5420.0,100.0,,0,1,0
612187,3902,4000.0,20.0,,1,1,0
612229,3709,10300.0,62.1,,1,1,0
612261,3902,8050.0,73.3,,1,1,0
612281,4012,2003.0,53.1,,0,1,0
612282,3809,36022.0,-56.2,,0,1,0
612297,4110,2500.0,60.0,,0,1,0
612341,3806,13575.0,10.8,247.0,0,1,1
612358,3807,1528.0,35.2,,0,1,0
612361,4106,1960.0,1.1,,0,1,0
612436,4018,13825.0,84.8,,1,1,0
612454,4110,3433.0,-14.1,,0,1,0
612462,4011,10875.0,-63.4,50.0,1,1,1
612465,3901,10000.0,100.0,,1,1,0
612477,3806,1812.0,64.3,,0,1,0
612486,4007,1989.0,100.0,,1,1,0
612512,4012,2000.0,63.0,,0,1,0
612519,3902,9000.0,78.3,,1,1,0
612535,4106,4000.0,42.0,,0,1,0
612547,4103,4410.0,10.0,,0,1,0
612557,3902,2240.0,100.0,,1,1,0
612585,3903,6100.0,46.0,,0,1,0
612598,4104,5000.0,34.0,,0,1,0
612602,4101,2826.0,30.0,,0,1,0
612671,3809,2200.0,-97.4,,0,1,0
612676,3902,5000.0,73.3,,0,1,0
612684,4110,2808.0,18.9,,0,1,0
612741,4009,3000.0,84.0,,1,1,0
612783,4008,2500.0,12.8,,0,1,0
612829,4104,4000.0,36.7,,0,1,0
612853,4007,5000.0,100.0,,1,1,0
612857,4113,4000.0,68.3,,0,1,0
612893,3804,1892.0,40.7,,0,1,0
612904,4001,2925.0,48.3,,0,1,0
612908,4016,2000.0,-17.8,,0,1,0
612947,4114,4000.0,38.0,,1,1,0
612980,3803,1774.0,36.3,,0,1,0
612995,4112,1745.0,-71.7,,1,0,0
613072,4013,8747.0,53.3,,1,1,0
613142,4014,4000.0,100.0,,1,0,0
613154,4110,2310.0,13.7,,0,1,0
613163,4103,7832.0,46.0,,0,1,0
613180,4103,13813.0,100.0,,1,1,0
613253,4017,3000.0,-8.9,,0,1,0
613261,4012,1285.0,-48.0,,0,1,0
613278,4003,2500.0,64.0,,0,1,0
613314,4011,18000.0,-4.5,,1,0,0
613324,4103,16242.0,72.0,,1,1,0
613326,3902,7000.0,76.7,,1,1,0
613355,4106,4927.0,32.0,,0,1,0
613362,4103,2073.0,28.9,,0,1,0
613453,4109,60000.0,41.5,,0,1,0
613493,4103,6000.0,26.0,,1,1,0
613536,4009,4500.0,50.0,,1,1,0
613561,4103,5000.0,20.0,,0,1,0
613569,4103,6125.0,100.0,,0,1,0
613650,4106,4000.0,30.0,,0,1,0
613658,4014,2500.0,12.8,,0,1,0
613677,3807,1260.0,66.3,,0,1,0
613702,4006,2926.0,32.5,6.0,0,1,1
613706,4017,2500.0,15.2,,0,1,0
613770,4013,2517.0,-39.3,,0,1,0
613772,4017,11800.0,-36.0,,0,1,0
613774,4007,1800.0,21.0,,0,1,0
613776,4011,2217.0,36.6,,0,1,0
613798,3902,4000.0,50.0,,0,1,0
613804,4018,3325.0,58.4,,0,1,0
613806,3903,3000.0,100.0,,1,1,0
613820,3901,9000.0,71.7,,1,1,0
613828,4105,14500.0,55.0,,0,1,0
613877,3807,2450.0,100.0,,0,1,0
613879,4004,1780.0,41.2,,0,1,0
613918,4005,1813.0,17.3,,0,1,0
613934,4103,1165.0,45.9,,0,1,0
613952,4009,2500.0,11.1,,0,1,0
613990,4002,2000.0,32.1,,0,1,0
614030,4018,3242.0,23.2,,0,1,0
614107,4108,2272.0,65.4,,1,1,0
614177,3901,9900.0,50.0,,0,1,0
614202,4007,28600.0,16.0,,0,1,0
614215,4016,1800.0,17.8,,0,1,0
614219,4012,2500.0,53.9,,0,1,0
614229,3809,988.0,-2.9,,0,1,0
614243,3809,2508.0,76.3,,0,1,0
614247,4105,2933.0,43.3,,0,1,0
614249,4017,3600.0,56.8,,0,1,0
614275,4014,3164.0,33.6,,0,1,0
614298,4018,2375.0,-2.4,,0,1,0
614311,4006,21371.0,46.9,,1,1,0
614313,4012,10017.0,50.0,,0,1,0
614360,4114,5182.0,20.0,,0,1,0
614368,4017,1575.0,6.4,,0,1,0
614384,4106,4000.0,68.9,,0,1,0
614410,3902,4000.0,50.0,,1,1,0
614424,4103,3437.0,-38.9,,1,0,0
614464,4103,5787.0,14.0,,0,1,0
614476,4002,2500.0,100.0,,1,0,0
614485,3810,6824.0,100.0,,0,1,0
614486,4105,4000.0,100.0,,1,0,0
614503,4101,1800.0,23.2,,0,1,0
614580,3902,15000.0,71.7,,0,1,0
614594,4003,2000.0,80.2,,1,1,0
614609,4002,1875.0,44.4,,0,1,0
614622,3704,2502.0,61.6,,1,1,0
614678,4110,3000.0,57.8,,0,1,0
614679,3903,2500.0,100.0,,1,1,0
614686,4104,4100.0,63.3,,0,1,0
614690,4112,2200.0,41.1,,0,1,0
614694,3810,1600.0,60.6,,0,1,0
614729,4014,2454.0,43.6,,0,1,0
614738,3901,4500.0,-44.0,,0,1,0
614759,4105,5016.0,56.7,,0,1,0
614771,4012,4617.0,25.1,,0,1,0
614803,4005,2250.0,21.6,,0,1,0
614819,4110,2450.0,85.6,,1,1,0
614837,3710,7404.0,80.2,,0,1,0
614857,4112,5811.0,73.3,,0,1,0
614872,4109,4549.0,50.4,,0,1,0
614876,3902,6000.0,70.0,,0,1,0
614919,4104,4000.0,34.0,,1,1,0
614970,3806,2310.0,12.7,,0,1,0
614972,4109,1700.0,18.4,,0,1,0
614979,3901,9000.0,76.7,,1,1,0
614986,4109,38000.0,70.3,,1,1,0
614990,4015,1562.0,-68.7,,0,1,0
615056,4109,2250.0,80.0,,0,1,0
615097,4111,7500.0,76.5,,0,1,0
615123,3701,8930.0,32.0,,0,1,0
615148,3705,65000.0,-1.0,,0,1,0
615172,4002,2500.0,23.5,4.0,0,1,1
615184,4009,2000.0,57.6,,1,1,0
615188,4001,1500.0,25.9,,0,1,0
615197,4017,4000.0,35.6,,0,1,0
615202,4107,2500.0,0.0,,1,1,0
615222,3710,7500.0,-72.0,,0,1,0
615223,4016,6250.0,62.4,,1,1,0
615259,4109,1350.0,66.0,,0,1,0
615272,4017,4000.0,57.6,,0,1,0
615288,4103,4000.0,52.0,,0,1,0
615303,4014,5600.0,82.0,,0,1,0
