,puma,LotArea_07,availFAR_perc_07,st_2007,recent_built,recent_alter,is_st,has_disappered,has_lotincreased,has_merged
17982,3807,2468.0,86.7,,1,1,0,0,0,0
18131,nan,20000.0,100.0,,0,0,0,1,0,1
18150,3708,6642.0,100.0,,1,1,0,0,0,0
18178,3705,695.0,100.0,,0,0,0,1,0,1
18224,nan,1800.0,1.2,,0,0,0,1,0,1
18249,4002,4500.0,-99.2,,0,0,0,1,0,1
18278,4003,1775.0,30.9,,1,1,0,0,0,0
18296,4109,3872.0,0.3,,0,0,0,1,0,1
18412,3901,3960.0,100.0,,1,1,0,0,0,0
18415,4002,2500.0,17.7,,0,0,0,1,0,1
18465,4103,6000.0,20.0,,1,1,0,0,0,0
18526,nan,5967.0,100.0,,1,1,0,0,0,0
18571,4103,5150.0,86.4,,0,0,0,0,1,1
18655,3802,2498.0,100.0,,0,0,0,1,0,1
18685,4108,5000.0,32.0,,1,1,0,0,0,0
18694,3809,1824.0,42.5,,1,1,0,0,0,0
18695,4016,3144.0,73.8,,1,1,0,0,0,0
18704,4114,2868.0,100.0,,0,0,0,1,0,1
18749,4004,4741.0,-58.0,,0,0,0,1,0,1
18761,3807,4933.0,90.0,,1,1,0,0,0,0
18807,nan,925.0,100.0,,0,0,0,1,0,1
18900,nan,2889.0,-11.2,,0,0,0,1,0,1
18916,4107,2500.0,-23.2,,0,0,0,1,0,1
18930,3809,3075.0,28.5,,1,1,0,0,0,0
18936,4015,8000.0,16.0,,0,0,0,1,0,1
19031,4104,5207.0,62.0,,1,1,0,0,0,0
19038,4109,2115.0,100.0,,0,0,0,1,0,1
19074,3707,1925.0,100.0,,1,1,0,0,0,0
19081,4016,4000.0,100.0,,1,0,0,0,0,0
19109,3902,2000.0,28.3,,0,0,0,0,1,1
19150,4111,4144.0,100.0,,0,1,0,1,0,1
19218,4003,2000.0,100.0,,1,1,0,0,0,0
19226,4105,4000.0,42.0,,1,1,0,0,0,0
19242,3807,2469.0,60.0,12.0,0,0,1,0,1,1
19286,4017,2997.0,-14.4,,0,1,0,0,1,1
19302,4009,4000.0,-36.0,,0,0,0,1,0,1
19473,4014,1445.0,100.0,,0,0,0,1,0,1
19504,4112,4450.0,86.5,,1,1,0,0,0,0
19538,4112,12000.0,75.0,,0,0,0,1,0,1
19544,4005,2500.0,67.5,,0,1,0,1,0,1
19552,4106,5765.0,100.0,,0,0,0,1,0,1
19591,4106,4600.0,14.0,,1,1,0,0,0,0
19600,nan,1911.0,3.7,,0,1,0,1,0,1
19612,nan,2541.0,29.6,,0,1,0,0,1,1
19635,3901,6060.0,68.3,,1,1,0,0,0,0
19652,3705,5000.0,100.0,12.0,1,1,1,0,0,0
19663,4006,4716.0,100.0,,0,1,0,1,0,1
19685,4112,4717.0,55.0,,0,0,0,0,1,1
19710,4007,1920.0,100.0,,1,1,0,0,0,0
19761,4112,6000.0,51.7,,1,1,0,0,0,0
19796,4104,6880.0,100.0,,1,0,0,0,0,0
19797,3801,925.0,100.0,,0,1,0,1,0,1
19803,nan,37158.0,100.0,,0,0,0,1,0,1
19808,4101,3600.0,48.5,,0,0,0,0,1,1
19845,nan,1139.0,41.6,,1,0,0,0,0,0
19865,4103,3350.0,100.0,,1,1,0,0,0,0
19962,3807,4938.0,58.2,,1,1,0,0,0,0
19992,3807,2472.0,75.3,,1,1,0,0,0,0
20000,4108,5000.0,100.0,,1,1,0,0,0,0
20072,3703,2500.0,86.9,,1,1,0,0,1,1
20107,4012,5000.0,-89.0,,0,0,0,1,0,1
20164,nan,4760.0,100.0,,0,0,0,1,0,1
20194,4003,1875.0,46.0,,1,1,0,0,0,0
20250,4008,2500.0,40.0,,0,0,0,1,0,1
20255,nan,1716.0,100.0,,0,0,0,1,0,1
20279,3804,2523.0,100.0,,0,1,0,1,0,1
20383,4114,10255.0,15.2,,0,0,0,0,1,1
20405,nan,1659.0,100.0,,0,1,0,1,0,1
20448,3902,8000.0,72.0,,1,1,0,0,0,0
20504,4108,4000.0,40.0,,1,1,0,0,0,0
20536,4001,2477.0,38.7,,0,0,0,1,0,1
20540,4109,5167.0,25.6,,1,0,0,0,0,0
20545,3807,1506.0,100.0,,1,1,0,0,0,0
20570,3807,3521.0,79.4,,0,0,0,1,0,1
20573,3807,6279.0,100.0,,0,0,0,1,0,1
20612,3807,27615.0,83.8,,1,1,0,0,0,0
20646,nan,2500.0,100.0,,1,1,0,0,0,0
20686,nan,16800.0,100.0,,0,0,0,1,0,1
20748,3705,8718.0,100.0,,1,1,0,0,1,1
20752,4012,3541.0,100.0,,1,1,0,0,0,0
20877,4004,1250.0,100.0,,0,0,0,0,1,1
20934,4103,3000.0,71.8,,0,0,0,1,0,1
21051,4112,2020.0,99.5,,0,0,0,1,0,1
21056,3705,2205.0,64.5,,0,0,0,1,0,1
21071,4113,3466.0,83.3,,0,1,0,1,0,1
21130,4103,5000.0,65.0,,1,1,0,0,0,0
21201,nan,4000.0,100.0,,0,0,0,1,0,1
21208,4002,13650.0,49.4,,0,1,0,0,1,1
21217,3709,2564.0,-52.7,,1,0,0,0,0,0
21251,3710,2300.0,100.0,,0,0,0,1,0,1
21262,4101,3819.0,100.0,,1,1,0,0,0,0
21296,nan,4103.0,100.0,,0,0,0,1,0,1
21334,nan,1325.0,100.0,,0,0,0,1,0,1
21336,3708,17200.0,96.2,,0,0,0,0,1,1
21337,4014,4000.0,62.1,,0,0,0,1,0,1
21341,4113,5004.0,100.0,,0,0,0,1,0,1
21430,4012,4000.0,-12.0,,0,0,0,1,0,1
21436,3705,2000.0,100.0,,1,1,0,0,0,0
21444,nan,6005.0,100.0,,1,1,0,0,0,0
21474,nan,65623.0,100.0,,1,1,0,0,0,0
21506,4104,5816.0,56.0,,1,1,0,0,0,0
21510,4110,2503.0,100.0,,1,1,0,0,0,0
21543,nan,2875.0,86.7,,1,1,0,0,1,1
21561,4111,2500.0,-16.8,,1,0,0,0,0,0
21679,4002,1350.0,100.0,,0,1,0,1,0,1
21756,4005,8100.0,74.8,,0,1,0,1,0,1
21817,4003,2708.0,41.6,,1,1,0,0,0,0
21881,4001,963.0,100.0,,1,1,0,0,0,0
21947,4105,6560.0,73.3,,0,0,0,0,1,1
21962,4103,5000.0,67.8,,1,1,0,0,0,0
21967,nan,2500.0,100.0,,1,1,0,0,0,0
22000,4003,1300.0,100.0,,0,0,0,1,0,1
22030,4001,15400.0,49.5,,0,0,0,1,0,1
22031,4103,2500.0,-56.8,,0,0,0,1,0,1
22041,3901,5400.0,20.0,,1,0,0,0,0,0
22046,3807,1717.0,39.7,,0,1,0,1,0,1
22056,4106,8000.0,100.0,,1,0,0,0,0,0
22084,4016,1806.0,-10.0,,0,0,0,1,0,1
22107,4003,2500.0,17.7,,1,1,0,0,1,1
22108,nan,2350.0,-21.1,,1,0,0,0,0,0
22116,nan,5000.0,100.0,,1,1,0,0,0,0
22149,4003,1800.0,20.6,,1,1,0,0,0,0
22210,4112,2933.0,-36.7,,1,0,0,0,0,0
22217,nan,63160.0,80.0,,1,0,0,0,0,0
22251,4016,6000.0,-56.8,,0,0,0,1,0,1
22255,3902,6000.0,80.0,,1,1,0,0,0,0
22261,4003,5068.0,-49.1,,0,0,0,1,0,1
22269,4103,7500.0,100.0,,0,0,0,1,0,1
22283,3807,2510.0,63.1,,1,1,0,0,0,0
22354,4009,6000.0,37.0,,0,0,0,0,1,1
22357,4004,13765.0,100.0,,1,1,0,0,0,0
22392,4001,2500.0,1.2,,0,1,0,1,0,1
22414,4103,3000.0,37.0,,1,1,0,0,0,0
22423,3702,32175.0,89.7,,1,1,0,0,1,1
22446,4110,5000.0,54.1,,1,0,0,0,0,0
22494,3803,1874.0,100.0,,0,0,0,1,0,1
22522,4112,5625.0,100.0,,1,1,0,0,0,0
22533,4104,4000.0,53.3,,1,1,0,0,0,0
22559,4006,3194.0,100.0,,0,0,0,1,0,1
22574,3802,7993.0,25.6,29.0,0,0,1,1,0,1
22615,4007,37300.0,-15.2,,1,1,0,0,0,0
22632,3901,5405.0,1.7,,0,0,0,0,1,1
22701,3705,36473.0,100.0,,1,1,0,0,0,0
22806,4005,1950.0,32.3,,0,0,0,1,0,1
22862,4114,3000.0,100.0,,1,1,0,0,0,0
22894,3806,2018.0,59.2,5.0,0,0,1,0,1,1
22897,4007,2500.0,100.0,24.0,0,0,1,0,1,1
22925,3805,30125.0,39.5,2.0,1,1,1,0,1,1
22953,4005,19130.0,0.0,,0,0,0,1,0,1
22974,4006,1633.0,100.0,,0,1,0,1,0,1
22982,4103,4000.0,80.0,,1,1,0,0,0,0
23040,4111,2500.0,0.0,,0,0,0,0,1,1
23049,nan,1520.0,100.0,,1,1,0,0,0,0
23144,3810,10697.0,-32.1,,0,0,0,1,0,1
23156,nan,2762.0,36.7,,1,0,0,0,0,0
23162,4003,2500.0,100.0,,1,1,0,0,0,0
23209,3803,1795.0,15.7,,0,0,0,0,1,1
23294,4005,2000.0,-4.0,,0,0,0,1,0,1
23314,4103,3000.0,56.7,,1,1,0,0,0,0
23320,3710,2500.0,74.4,,0,0,0,1,0,1
23377,4001,6316.0,67.5,,0,1,0,1,0,1
23378,4003,2000.0,100.0,,0,0,0,1,0,1
23384,4007,2500.0,100.0,,1,1,0,0,0,0
23408,3901,8000.0,100.0,,1,1,0,0,0,0
23413,4103,21811.0,89.8,,0,0,0,1,0,1
23417,4106,3800.0,43.3,,1,1,0,0,0,0
23418,3707,2877.0,100.0,20.0,1,1,1,0,1,1
23434,3702,2294.0,57.2,,1,1,0,0,0,0
23442,nan,2000.0,-40.0,,1,0,0,0,0,0
23449,3805,12050.0,9.9,14.0,0,0,1,1,0,1
23463,4008,13300.0,89.3,,0,0,0,1,0,1
23491,4109,2742.0,37.0,,1,1,0,0,0,0
23506,nan,2325.0,100.0,,1,1,0,0,0,0
23525,4001,3829.0,100.0,,1,1,0,0,0,0
23541,3803,3784.0,-53.2,,0,0,0,1,0,1
23547,4101,4400.0,74.5,,0,1,0,1,0,1
23553,nan,2175.0,31.5,,1,1,0,0,0,0
23563,3902,6000.0,100.0,,1,1,0,0,0,0
23572,3810,3776.0,53.5,,0,0,0,1,0,1
23682,4016,20000.0,75.6,,1,1,0,0,0,0
23731,3710,2700.0,41.9,,0,0,0,1,0,1
23758,4003,3000.0,75.0,,1,1,0,0,0,0
23771,4002,2025.0,100.0,,1,1,0,0,0,0
23783,3810,8275.0,98.0,,1,1,0,0,0,0
23810,4103,4000.0,76.7,,1,0,0,0,0,0
23841,nan,2507.0,0.8,,1,0,0,0,0,0
23863,4102,3000.0,100.0,,1,1,0,0,0,0
23874,4103,7500.0,66.7,,1,1,0,0,0,0
23895,4102,1500.0,100.0,,1,1,0,0,1,1
23934,4003,2694.0,100.0,,0,0,0,1,0,1
23937,3902,3000.0,38.3,,1,1,0,0,0,0
23953,3805,2103.0,-20.8,,0,0,0,1,0,1
23974,nan,947.0,24.7,,1,0,0,0,0,0
23982,4014,2832.0,73.7,,0,0,0,1,0,1
24040,3807,9200.0,83.4,,0,1,0,1,0,1
24111,3802,2523.0,6.5,,0,0,0,1,0,1
24186,4005,2000.0,100.0,,0,1,0,1,0,1
24255,4005,747.0,67.0,,0,0,0,1,0,1
24287,nan,16920.0,100.0,,0,0,0,1,0,1
24290,4109,4500.0,80.0,,0,1,0,1,0,1
24295,3807,7406.0,67.6,,0,1,0,1,0,1
24330,4005,5000.0,50.0,,0,1,0,1,0,1
24347,4108,2277.0,-33.7,8.0,1,0,1,0,0,0
24374,4101,14700.0,70.8,,1,1,0,0,0,0
24385,4001,27500.0,65.0,,0,0,0,1,0,1
24411,4102,2000.0,100.0,,0,0,0,1,0,1
24586,3810,1877.0,15.0,,0,0,0,1,0,1
24608,3803,2500.0,100.0,,0,0,0,1,0,1
24728,4001,2500.0,100.0,,0,1,0,1,0,1
24740,nan,1200.0,100.0,,0,0,0,1,0,1
24759,4112,3000.0,100.0,,1,1,0,0,0,0
24909,nan,1985.0,100.0,,0,0,0,1,0,1
24927,4007,2500.0,100.0,,0,0,0,1,0,1
24932,3705,3685.0,100.0,,0,0,0,1,0,1
24939,4008,1500.0,100.0,,0,1,0,1,0,1
24974,4103,2500.0,74.9,,1,1,0,0,0,0
25001,4007,1218.0,100.0,,1,1,0,0,0,0
25006,4005,7338.0,67.5,,1,1,0,0,0,0
25082,3902,17441.0,-2.0,,1,0,0,0,0,0
25092,4104,6400.0,64.0,,1,1,0,0,0,0
25121,4014,4007.0,4.9,,1,0,0,0,0,0
25165,nan,1720.0,41.0,,0,0,0,1,0,1
25276,4107,2502.0,87.2,,1,1,0,0,0,0
25278,3903,4166.0,100.0,,1,1,0,0,0,0
25287,3802,2498.0,100.0,,0,0,0,1,0,1
25294,nan,1806.0,100.0,,1,1,0,0,0,0
25361,4007,3162.0,-8.2,,1,1,0,0,0,0
25388,4104,14784.0,42.0,,1,0,0,0,0,0
25523,4005,2446.0,83.3,,1,1,0,0,1,1
25577,3705,1625.0,100.0,,0,0,0,1,0,1
25659,4114,4640.0,40.0,,0,0,0,1,0,1
25685,4003,2000.0,-28.8,,1,0,0,0,0,0
25711,nan,1456.0,100.0,,0,0,0,1,0,1
25785,4002,1500.0,100.0,,1,0,0,0,0,0
25806,nan,1725.0,100.0,,0,0,0,1,0,1
25824,4005,5000.0,100.0,,0,0,0,1,0,1
25829,4001,2500.0,-74.9,,0,0,0,1,0,1
25838,4001,4313.0,100.0,,1,1,0,0,0,0
25937,4014,2600.0,18.4,,0,0,0,1,0,1
25949,3810,1385.0,100.0,,0,0,0,1,0,1
25984,3701,2004.0,100.0,,0,0,0,1,0,1
26021,3809,2418.0,18.0,7.0,0,0,1,0,1,1
26105,4113,2040.0,-80.0,,0,0,0,1,0,1
26178,4001,3285.0,-71.2,,0,0,0,1,0,1
26188,3801,4413.0,100.0,,0,0,0,1,0,1
26194,4105,4845.0,-20.0,,1,0,0,0,0,0
26195,4008,1198.0,-84.0,,0,0,0,0,1,1
26317,4107,6875.0,60.0,,0,1,0,1,0,1
26390,4108,1900.0,78.2,,0,1,0,1,0,1
26405,3807,2700.0,60.6,,0,0,0,1,0,1
26408,4110,26350.0,93.0,,0,0,0,0,1,1
26440,nan,10000.0,100.0,,0,0,0,0,1,1
26480,nan,9275.0,100.0,,1,1,0,0,0,0
26517,4108,4043.0,47.8,,1,1,0,0,0,0
26531,nan,459.0,100.0,,0,1,0,1,0,1
26567,4105,3448.0,100.0,,1,1,0,0,1,1
26633,nan,4000.0,100.0,,0,1,0,1,0,1
26642,4006,2000.0,77.1,,0,1,0,1,0,1
26729,3705,1667.0,100.0,,0,0,0,1,0,1
26770,4104,5000.0,63.3,,1,1,0,0,0,0
26771,nan,400.0,100.0,,0,0,0,1,0,1
26805,4003,1481.0,100.0,,0,0,0,1,0,1
26847,4016,2850.0,100.0,,0,0,0,0,1,1
26879,4109,2100.0,47.2,,1,1,0,0,1,1
26931,nan,4905.0,100.0,,1,1,0,0,0,0
26984,3901,2000.0,100.0,,0,0,0,1,0,1
26994,4017,6000.0,38.4,,0,0,0,1,0,1
27023,nan,2003.0,-23.5,,0,0,0,1,0,1
27037,3801,24500.0,100.0,,0,0,0,0,1,1
27038,3901,8398.0,43.3,,1,0,0,0,0,0
27063,3901,11500.0,36.7,,1,1,0,0,0,0
27085,4112,47000.0,89.5,,1,1,0,0,0,0
27143,4105,4400.0,100.0,,1,1,0,0,0,0
27174,4008,5000.0,68.8,,0,1,0,1,0,1
27175,3901,4132.0,100.0,,1,1,0,0,0,0
27190,nan,4742.0,100.0,,1,1,0,0,0,0
27210,4016,3782.0,100.0,,1,1,0,0,0,0
27215,4017,4833.0,48.8,,0,1,0,1,0,1
27219,nan,5000.0,100.0,,0,0,0,1,0,1
27234,4103,4725.0,30.0,,1,1,0,0,0,0
27249,3807,8175.0,19.8,,0,0,0,0,1,1
27292,nan,2508.0,100.0,,0,0,0,0,1,1
27296,nan,2000.0,100.0,,0,0,0,1,0,1
27311,nan,4194.0,100.0,,1,1,0,0,0,0
27321,4007,1520.0,100.0,,1,0,0,0,0,0
27387,3807,13825.0,-65.3,,0,0,0,1,0,1
27401,4008,1600.0,100.0,,0,1,0,1,0,1
27440,4114,2017.0,26.7,,0,0,0,1,0,1
27448,4009,1000.0,100.0,,0,0,0,1,0,1
27494,3903,1670.0,-11.7,,0,0,0,0,1,1
27500,4113,5000.0,16.0,,1,1,0,0,1,1
27528,4014,4007.0,34.2,,0,0,0,1,0,1
27576,4103,4170.0,21.7,,1,1,0,0,0,0
27578,4112,4000.0,-5.0,,1,0,0,0,0,0
27591,4101,4004.0,-30.0,8.0,1,0,1,0,0,0
27592,nan,34413.0,58.0,,0,0,0,1,0,1
27604,4109,7508.0,80.6,,1,0,0,0,1,1
27696,4101,10000.0,77.0,,1,1,0,0,0,0
27739,4107,5000.0,81.6,,0,0,0,1,0,1
27763,nan,3800.0,100.0,,0,0,0,1,0,1
27788,3804,2734.0,100.0,,1,1,0,0,0,0
27800,3702,10933.0,63.4,,0,0,0,1,0,1
27855,3901,1860.0,100.0,,1,1,0,0,0,0
27911,4104,4000.0,53.3,,1,1,0,0,0,0
27915,3705,6705.0,100.0,,0,1,0,1,0,1
27927,4007,1811.0,100.0,,0,0,0,0,1,1
28031,3901,1858.0,-26.7,,0,0,0,0,1,1
28098,nan,5375.0,100.0,,1,1,0,0,0,0
28115,4003,2167.0,-36.6,,0,0,0,1,0,1
28117,3803,2500.0,-27.9,,0,0,0,1,0,1
28119,4009,6000.0,100.0,,0,1,0,1,0,1
28150,4007,37580.0,14.0,,0,0,0,0,1,1
28177,4114,11053.0,38.0,,1,1,0,0,0,0
28192,3804,1514.0,-36.3,,1,1,0,0,1,1
28287,4014,2504.0,54.7,,0,0,0,1,0,1
28290,3804,2523.0,-38.1,,1,1,0,0,0,0
28359,4103,8800.0,38.0,,1,1,0,0,0,0
28408,4109,30400.0,47.5,,0,0,0,1,0,1
28442,3804,1350.0,100.0,,0,0,0,1,0,1
28458,3702,3400.0,33.0,,1,0,0,0,0,0
28467,4111,2500.0,10.0,,1,0,0,0,0,0
28514,4004,7175.0,100.0,,0,1,0,1,0,1
28535,3702,5764.0,93.6,,1,1,0,0,0,0
28542,4007,1667.0,100.0,,1,1,0,0,0,0
28573,nan,2107.0,100.0,,0,0,0,1,0,1
28588,nan,4000.0,-62.2,,1,0,0,0,0,0
28622,4005,1727.0,-33.0,,0,0,0,1,0,1
28670,4113,3440.0,60.0,,1,1,0,0,0,0
28699,3702,2500.0,-36.7,,0,0,0,1,0,1
28900,3708,1663.0,41.9,,1,0,0,0,0,0
28919,4007,2606.0,73.7,,0,0,0,0,1,1
28922,4110,6000.0,46.7,,1,1,0,0,0,0
28927,3901,10300.0,56.7,,1,1,0,0,0,0
29099,3703,4813.0,100.0,,0,1,0,1,0,1
29114,4008,5064.0,100.0,,1,1,0,0,0,0
29184,3803,2523.0,-5.0,,0,0,0,1,0,1
29198,nan,1593.0,69.1,,0,0,0,1,0,1
29209,4002,5500.0,62.6,,0,0,0,1,0,1
29232,3903,4320.0,100.0,,1,1,0,0,0,0
29237,4018,2325.0,100.0,,0,0,0,1,0,1
29410,nan,430.0,100.0,,0,0,0,1,0,1
29438,3902,5000.0,63.3,,1,1,0,0,0,0
29482,nan,3742.0,100.0,,1,1,0,0,0,0
29566,3704,2375.0,100.0,,1,1,0,0,0,0
29573,nan,2740.0,100.0,,1,1,0,0,1,1
29587,3810,3014.0,15.0,,0,0,0,1,0,1
29588,nan,3600.0,100.0,,0,0,0,1,0,1
29592,4002,2500.0,-46.5,,0,0,0,1,0,1
29602,4003,2000.0,100.0,,1,1,0,0,0,0
29603,4106,4200.0,63.3,,1,1,0,0,0,0
29611,4004,16120.0,-68.7,,0,0,0,1,0,1
29613,nan,20160.0,100.0,,1,1,0,0,0,0
29697,nan,1120.0,6.6,,1,0,0,0,0,0
29739,4006,1337.0,100.0,,0,0,0,1,0,1
29820,3710,3740.0,100.0,,1,1,0,0,0,0
29839,4003,2500.0,100.0,,0,0,0,1,0,1
29843,4109,2500.0,100.0,,0,0,0,1,0,1
29846,3901,8000.0,76.7,,1,1,0,0,0,0
29847,3710,10150.0,100.0,,0,0,0,1,0,1
29900,4001,1650.0,100.0,,0,0,0,1,0,1
29955,4104,5000.0,-32.0,,0,0,0,0,1,1
29978,3901,12000.0,100.0,,1,1,0,0,0,0
30094,nan,1402.0,100.0,,0,0,0,1,0,1
30100,3901,14000.0,84.0,,1,1,0,0,0,0
30184,3805,5990.0,-2.0,,0,1,0,1,0,1
30245,nan,4961.0,100.0,,0,0,0,1,0,1
30250,3810,3803.0,91.3,,1,1,0,0,0,0
30260,3903,2500.0,46.7,,0,0,0,0,1,1
30292,4003,3333.0,100.0,,0,0,0,1,0,1
30317,4002,2450.0,100.0,,0,1,0,1,0,1
30328,3807,5175.0,100.0,,0,0,0,1,0,1
30353,3901,12255.0,86.0,,0,0,0,1,0,1
30359,4111,5500.0,-81.7,,0,0,0,1,0,1
30374,nan,3616.0,100.0,,0,0,0,1,0,1
30405,3902,4000.0,63.3,,1,1,0,0,0,0
30474,4102,4875.0,-13.3,,1,0,0,0,0,0
30475,3805,4525.0,100.0,,0,0,0,1,0,1
30486,4001,10626.0,18.0,,0,1,0,1,0,1
30523,4103,5000.0,6.0,,1,1,0,0,0,0
30539,3902,5520.0,100.0,,0,0,0,1,0,1
30613,4109,13051.0,50.0,,1,1,0,0,0,0
30650,4101,12320.0,57.9,,0,0,0,1,0,1
30729,4109,10289.0,-75.6,,0,0,0,1,0,1
30784,4104,4000.0,46.7,,1,1,0,0,0,0
30958,3801,4750.0,100.0,,1,1,0,0,0,0
31016,4102,6000.0,100.0,,1,0,0,0,0,0
31022,4102,2500.0,19.0,,0,0,0,1,0,1
31023,4004,5000.0,42.4,,1,1,0,0,1,1
31102,4005,1783.0,72.0,,0,0,0,1,0,1
31135,4003,681.0,100.0,,0,0,0,1,0,1
31233,3902,16100.0,90.0,,1,1,0,0,0,0
31241,4006,2050.0,45.0,,0,1,0,1,0,1
31243,4002,2500.0,17.7,16.0,0,0,1,1,0,1
31290,nan,5160.0,100.0,,0,0,0,1,0,1
31308,3703,4763.0,-26.7,,0,0,0,1,0,1
31321,4007,1600.0,100.0,,1,1,0,0,0,0
31353,4106,2600.0,100.0,,1,1,0,0,0,0
31354,4017,2847.0,-15.2,,0,0,0,1,0,1
31379,4002,2500.0,100.0,,0,0,0,1,0,1
31396,3704,52575.0,86.8,,1,1,0,0,0,0
31515,3807,2581.0,74.2,,0,1,0,1,0,1
31540,4102,1500.0,100.0,,0,1,0,1,0,1
31617,4112,6506.0,26.4,,0,0,0,1,0,1
31628,4103,4000.0,57.8,,1,1,0,0,0,0
31731,4104,11800.0,60.0,,1,1,0,0,0,0
31779,3709,2234.0,60.0,,1,1,0,0,1,1
31850,nan,8000.0,100.0,,0,0,0,0,1,1
31869,4005,1320.0,-24.7,,0,0,0,1,0,1
31884,3902,14031.0,93.3,,1,1,0,0,0,0
31895,4016,1806.0,-10.0,,0,0,0,0,1,1
31903,4002,2500.0,0.0,,0,0,0,1,0,1
31949,nan,1975.0,-50.0,,1,0,0,0,0,0
31958,4003,1667.0,100.0,,1,0,0,0,0,0
31967,4002,2500.0,100.0,,1,1,0,0,0,0
31986,nan,2500.0,100.0,,0,0,0,1,0,1
31996,3804,4037.0,74.7,,0,1,0,1,0,1
32042,3807,2209.0,100.0,,0,1,0,1,0,1
32062,3703,6950.0,18.3,,1,0,0,0,0,0
32068,4001,22373.0,81.0,,1,1,0,0,1,1
32100,4102,1800.0,-25.6,,1,0,0,0,0,0
32125,4103,8470.0,-81.1,,0,0,0,1,0,1
32133,4109,5000.0,39.2,,0,0,0,1,0,1
32260,4007,42599.0,21.0,,1,1,0,0,0,0
32285,4112,5000.0,100.0,,0,0,0,1,0,1
32411,4108,1300.0,69.2,,0,0,0,1,0,1
32449,4010,8500.0,100.0,,0,0,0,1,0,1
32461,4014,2604.0,23.5,,0,0,0,1,0,1
32521,3810,5264.0,60.0,,0,0,0,1,0,1
32552,4005,840.0,100.0,,1,1,0,0,0,0
32562,3902,9408.0,70.0,,1,1,0,0,0,0
32630,4104,4000.0,38.3,,1,1,0,0,0,0
32676,3803,1699.0,35.5,,0,1,0,1,0,1
32706,3803,3747.0,100.0,,0,0,0,1,0,1
32750,nan,1600.0,100.0,,0,0,0,1,0,1
32799,4107,3800.0,44.0,,1,1,0,0,0,0
32865,3705,2484.0,100.0,,0,0,0,1,0,1
32866,3708,12415.0,60.1,,1,1,0,0,0,0
32931,3802,4681.0,-13.7,,0,0,0,1,0,1
32950,4012,2003.0,63.0,,1,1,0,0,1,1
32966,4103,5000.0,71.1,,1,1,0,0,0,0
32970,nan,3135.0,-13.3,,1,0,0,0,0,0
32986,3808,2048.0,81.6,,0,0,0,0,1,1
33042,4112,1578.0,100.0,,0,0,0,1,0,1
33053,4103,3800.0,43.3,,1,1,0,0,0,0
33087,4111,2500.0,-16.8,,1,0,0,0,0,0
33127,4005,3680.0,-38.0,,0,0,0,1,0,1
33129,4012,1753.0,100.0,,1,1,0,0,0,0
33138,4003,5000.0,73.7,,0,0,0,1,0,1
33152,nan,1799.0,-56.5,,1,0,0,0,0,0
33156,nan,5000.0,100.0,,1,1,0,0,0,0
33159,3901,11275.0,28.3,,0,0,0,0,1,1
33172,4006,2000.0,61.7,,0,0,0,0,1,1
33251,3807,3950.0,45.6,,1,1,0,0,1,1
33331,nan,2333.0,-5.0,,1,0,0,0,0,0
33400,3710,17115.0,64.5,,1,1,0,0,0,0
33504,4006,2140.0,100.0,,0,0,0,1,0,1
33539,3705,5468.0,100.0,,0,0,0,1,0,1
33545,3802,9950.0,66.5,,0,0,0,1,0,1
33570,3810,9153.0,53.9,,0,0,0,0,1,1
33601,nan,1600.0,21.4,,1,1,0,0,0,0
33615,4007,26316.0,100.0,,1,1,0,0,0,0
33623,3803,2600.0,-11.9,,0,0,0,1,0,1
33657,3807,29500.0,3.7,,0,0,0,1,0,1
33711,3807,2008.0,100.0,,0,1,0,1,0,1
33719,4008,2500.0,14.4,,1,1,0,0,0,0
33778,4005,4532.0,100.0,,1,1,0,0,1,1
33795,4102,2500.0,-25.0,,0,0,0,1,0,1
33801,4003,2500.0,55.0,,0,0,0,1,0,1
33838,3803,1779.0,47.8,,0,0,0,1,0,1
33885,4110,2504.0,-6.7,,0,0,0,1,0,1
33918,3809,2220.0,33.3,,0,0,0,1,0,1
33935,3803,2100.0,-34.0,,0,0,0,0,1,1
34002,3901,5300.0,65.0,,1,1,0,0,0,0
34014,4014,2571.0,-3.2,,0,0,0,1,0,1
34062,nan,1885.0,-75.2,,0,0,0,1,0,1
34112,nan,4000.0,100.0,,0,0,0,1,0,1
34116,4012,4520.0,44.5,,0,0,0,0,1,1
34127,4110,1592.0,100.0,,0,1,0,1,0,1
34188,3803,2492.0,-9.0,16.0,0,0,1,0,1,1
34384,3806,1941.0,0.5,9.0,0,1,1,1,0,1
34404,3803,1898.0,9.6,,0,0,0,1,0,1
34413,4104,4275.0,100.0,,0,0,0,1,0,1
34454,4101,2260.0,42.0,,0,0,0,1,0,1
34488,4112,5000.0,37.6,,1,0,0,0,0,0
34515,3708,3238.0,100.0,,0,0,0,1,0,1
34537,3902,1900.0,-71.7,,1,0,0,0,0,0
34551,3709,2750.0,100.0,,1,1,0,0,0,0
34676,4001,1741.0,-34.6,,0,0,0,1,0,1
34682,4004,3233.0,100.0,,0,0,0,1,0,1
34699,4108,6000.0,79.9,,0,1,0,1,0,1
34718,3710,1875.0,11.1,,0,0,0,1,0,1
34743,4005,2819.0,93.0,,1,1,0,0,1,1
34954,3704,22744.0,94.4,,0,0,0,1,0,1
35014,nan,1500.0,100.0,,0,1,0,1,0,1
